,Char,Genre,Title,line_count,gender
644,NURSE DEVINE,Comedy,hospitalthe,27,
645,MRS. KIMBALL,Comedy,hospitalthe,57,
646,DR. CHU,Comedy,hospitalthe,40,
647,MRS. CHRISTIE,Comedy,hospitalthe,92,
648,DR. MALLORY,Comedy,hospitalthe,40,
649,MR. WOLFE,Comedy,americangraffiti,48,
650,HEIN,Comedy,americangraffiti,33,
651,BOBBIE,Comedy,americangraffiti,32,
652,WENDY,Comedy,americangraffiti,53,
653,MAN,Comedy,americangraffiti,27,
654,ARLENE,Comedy,majorleague,24,
655,TOM,Comedy,majorleague,46,
656,DONOVAN,Comedy,majorleague,172,
657,HARRIS,Comedy,majorleague,47,
658,FARMER,Comedy,majorleague,41,
659,VAUGHN,Comedy,majorleague,125,
660,LYNN,Comedy,majorleague,214,
661,SUZANNE,Comedy,majorleague,31,
662,RACHEL,Comedy,majorleague,228,
663,HAYES,Comedy,majorleague,132,
664,CERRANO,Comedy,majorleague,36,
666,TAYLOR,Comedy,majorleague,681,
667,PEPPER,Comedy,majorleague,50,
668,BROWN,Comedy,majorleague,410,
669,DOYLE,Comedy,majorleague,248,
670,RALPH,Comedy,verybadthings,40,
671,MAGGIE,Comedy,verybadthings,23,
672,MR. FISHER,Comedy,verybadthings,61,
676,MICHAEL,Comedy,verybadthings,327,
677,BARRY MORRIS,Comedy,verybadthings,48,
678,BOYD,Comedy,verybadthings,792,
679,JUDGE TOWER,Comedy,verybadthings,41,
680,LIZ,Comedy,verybadthings,391,
681,MOORE,Comedy,verybadthings,146,
682,ANNOUNCER,Comedy,verybadthings,29,
683,FISHER,Comedy,verybadthings,740,
684,MRS. FRANKLIN,Comedy,stepmom,35,
685,WOMAN'S VOICE,Comedy,grandtheftparsons,23,
686,NURSE,Comedy,grandtheftparsons,24,
687,UNDERTAKER,Comedy,grandtheftparsons,24,
688,BANK MANAGER,Comedy,grandtheftparsons,28,
689,COP,Comedy,grandtheftparsons,75,
690,CLERK,Comedy,grandtheftparsons,101,
691,(BEAT),Comedy,arthur,30,
692,HN,Comedy,arthur,355,
693,BURT,Comedy,arthur,62,
694,ERICA,Comedy,arthur,36,
695,SUSAN,Comedy,arthur,119,
698,NAOMI,Comedy,arthur,648,
699,ARTHUR,Comedy,arthur,1337,
700,BRAD,Comedy,littleathens,31,
701,EMILY'S VOICE,Comedy,littleathens,24,
702,JINA,Comedy,littleathens,21,
703,RON,Comedy,littleathens,23,
704,MATT,Comedy,littleathens,68,
705,CHARLES,Comedy,pacifierthe,32,
706,HELGA,Comedy,pacifierthe,36,
707,DIRECTOR,Comedy,pacifierthe,21,
708,ILL,Comedy,pacifierthe,21,
710,BILL,Comedy,pacifierthe,107,
711,TODD,Comedy,pacifierthe,87,
712,CUTE COP,Comedy,pacifierthe,21,
713,PRINCIPAL CLAIRE,Comedy,pacifierthe,111,
714,ZOE,Comedy,pacifierthe,174,
716,JULIE,Comedy,pacifierthe,119,
717,SHANE,Comedy,pacifierthe,886,
718,SIGRID,Comedy,authorsanonymous,124,
719,L,Comedy,authorsanonymous,54,
720,LOIS,Comedy,authorsanonymous,27,
721,RICHARD,Comedy,authorsanonymous,27,
722,MAUREEN,Comedy,authorsanonymous,30,
723,DAVID,Comedy,authorsanonymous,70,
724,JOHN,Comedy,authorsanonymous,407,
725,WILLIAM,Comedy,authorsanonymous,333,
726,ALAN,Comedy,authorsanonymous,575,
728,HANNAH,Comedy,authorsanonymous,711,
729,HENRY,Comedy,authorsanonymous,615,
730,EUDORA,Comedy,authorsanonymous,32,
731,"OK, you've got me outnumbered four",Comedy,henryfool,22,
732,EDNA,Comedy,henryfool,27,
733,MARY,Comedy,henryfool,65,
734,HEATHER,Comedy,whosyourdaddy,25,
735,ZUKERMAN,Comedy,whosyourdaddy,52,
736,GINGER,Comedy,whosyourdaddy,98,
737,CHRISTY,Comedy,whosyourdaddy,107,
738,PRINCIPAL MERKIN,Comedy,whosyourdaddy,156,
740,MOM,Comedy,whosyourdaddy,107,
741,DAD,Comedy,whosyourdaddy,144,
742,UNCLE BILLY,Comedy,whosyourdaddy,241,
743,JIMMY,Comedy,whosyourdaddy,137,
744,JULIE,Comedy,whosyourdaddy,328,
745,CHARLIE,Comedy,whosyourdaddy,298,
746,TED,Comedy,whosyourdaddy,1220,
747,PRINCIPAL,Comedy,forrestgump,23,
749,DJ,Comedy,forrestgump,28,
750,DRILL SERGEANT,Comedy,forrestgump,33,
751,BUBBA,Comedy,forrestgump,109,
752,DOCTOR #1,Comedy,americansplendor,27,
753,CRUMB,Comedy,americansplendor,56,
755,ALICE,Comedy,americansplendor,38,
756,TOBY,Comedy,americansplendor,114,
757,LETTERMAN REGULAR,Comedy,americansplendor,27,
758,HOODLUM,Comedy,fearandloathinginlasvegas,26,
759,LACERDA,Comedy,fearandloathinginlasvegas,32,
760,MAGAZINE REPORTER,Comedy,fearandloathinginlasvegas,28,
762,SISTER MARY FRANCIS,Comedy,bachelorparty,21,
763,JUMBO,Comedy,bachelorparty,38,
764,RAJAH,Comedy,bachelorparty,36,
765,LAVERNE,Comedy,bachelorparty,27,
766,STAN,Comedy,bachelorparty,82,
767,PHOEBE,Comedy,bachelorparty,30,
768,BOBBIE,Comedy,bachelorparty,39,
769,ILENE,Comedy,bachelorparty,44,
770,O'NEILL,Comedy,bachelorparty,237,
771,MANAGER,Comedy,bachelorparty,51,
772,MRS. THOMERSON,Comedy,bachelorparty,62,
773,COLE,Comedy,bachelorparty,206,
774,DEBBIE,Comedy,bachelorparty,220,
775,CHULO,Comedy,bachelorparty,111,
776,GARY,Comedy,bachelorparty,137,
777,RYKO,Comedy,bachelorparty,89,
778,LARRY,Comedy,bachelorparty,80,
779,MR. THOMERSON,Comedy,bachelorparty,161,
780,RICK,Comedy,bachelorparty,740,
781,FATHER FALWELL,Comedy,bachelorparty,35,
782,(OVER DISSOLVE),Comedy,mrblandingsbuildshisdreamhouse,22,
783,FUNKHAUSER,Comedy,mrblandingsbuildshisdreamhouse,97,
784,SMITH,Comedy,mrblandingsbuildshisdreamhouse,93,
785,JUDGE QUARLES,Comedy,mrblandingsbuildshisdreamhouse,25,
786,APOLLONIO,Comedy,mrblandingsbuildshisdreamhouse,28,
787,HACKETT,Comedy,mrblandingsbuildshisdreamhouse,43,
788,ZUCCA,Comedy,mrblandingsbuildshisdreamhouse,28,
789,CARPENTER,Comedy,mrblandingsbuildshisdreamhouse,21,
790,VOICE,Comedy,mrblandingsbuildshisdreamhouse,25,
791,MURIEL'S VOICE,Comedy,mrblandingsbuildshisdreamhouse,31,
792,JIM'S VOICE,Comedy,mrblandingsbuildshisdreamhouse,45,
793,PEDELFORD,Comedy,mrblandingsbuildshisdreamhouse,23,
794,BILL'S VOICE,Comedy,mrblandingsbuildshisdreamhouse,133,
796,SIMMS' VOICE,Comedy,mrblandingsbuildshisdreamhouse,51,
797,SIMMS,Comedy,mrblandingsbuildshisdreamhouse,291,
798,TESANDER,Comedy,mrblandingsbuildshisdreamhouse,83,
799,BILL,Comedy,mrblandingsbuildshisdreamhouse,422,
800,MURIEL,Comedy,mrblandingsbuildshisdreamhouse,775,
801,BETSY,Comedy,mrblandingsbuildshisdreamhouse,137,
802,JOAN,Comedy,mrblandingsbuildshisdreamhouse,95,
803,GUSSIE,Comedy,mrblandingsbuildshisdreamhouse,38,
804,DISSOLVE,Comedy,mrblandingsbuildshisdreamhouse,60,
805,JIM,Comedy,mrblandingsbuildshisdreamhouse,1495,
806,CYBIL,Comedy,livinginoblivion,23,
807,JEREMY,Comedy,mumford,64,
808,ROMAN,Horror,jennifersbody,27,
809,JONAS,Horror,jennifersbody,31,
810,COLIN,Horror,jennifersbody,41,
811,MRS. GRAY,Horror,jennifersbody,27,
812,TONI,Horror,jennifersbody,62,
814,MR. WROBLEWSKI,Horror,jennifersbody,82,
815,CHIP'S MOM,Horror,jennifersbody,44,
816,JENNIFER,Horror,jennifersbody,601,
817,CHIP,Horror,jennifersbody,358,
820,NEEDY,Horror,jennifersbody,941,
821,(CONTINUED),Horror,jennifersbody,208,
825,DR. CHILTON,Horror,manhunter,108,
826,SARAH,Horror,manhunter,44,
827,BOWMAN,Horror,manhunter,83,
828,TOD,Horror,finaldestination,83,
829,MR. WAGGNER,Horror,finaldestination,23,
831,MS. LEWTON,Horror,finaldestination,72,
833,BILLY,Horror,finaldestination,65,
834,WEINE,Horror,finaldestination,66,
835,ALEX,Horror,finaldestination,378,
836,SCHRECK,Horror,finaldestination,43,
837,CARTER,Horror,finaldestination,116,
838,CLEAR,Horror,finaldestination,336,
839,WE CAN HANDLE THEM!,Horror,dawnofthedead,23,
840,THIS THING...,Horror,dawnofthedead,38,
841,WE GOT A LOT TO DO...ROGER...,Horror,dawnofthedead,25,
842,"ALRIGHT, NOW ARE YOU STRAIGHT?",Horror,dawnofthedead,24,
843,CLOSE THE GATE...CLOSE THE GATE...,Horror,dawnofthedead,28,
844,FOR US...,Horror,dawnofthedead,24,
845,UP THE STAIRS.,Horror,dawnofthedead,44,
846,RADIO ANNOUNCER,Horror,houseof1000corpses,23,
847,KARL,Horror,houseof1000corpses,24,
848,STUCKY,Horror,houseof1000corpses,62,
849,BILL,Horror,houseof1000corpses,279,
850,MARY,Horror,houseof1000corpses,253,
851,CASHIER,Horror,houseof1000corpses,28,
852,HUSTON,Horror,houseof1000corpses,25,
853,WYDELL,Horror,houseof1000corpses,156,
854,NAISH,Horror,houseof1000corpses,103,
856,DR. WOLFENSTEIN,Horror,houseof1000corpses,28,
857,GRAMPA,Horror,houseof1000corpses,114,
858,MOTHER,Horror,houseof1000corpses,225,
859,OTIS,Horror,houseof1000corpses,235,
860,BABY,Horror,houseof1000corpses,260,
861,JERRY,Horror,houseof1000corpses,387,
862,CAPT. SPAULDING,Horror,houseof1000corpses,227,
863,DENISE,Horror,houseof1000corpses,278,
866,DIGITAL VOICE,Horror,mutewitness,43,
867,LYOSHA,Horror,mutewitness,53,
868,KAREN (voice over),Horror,mutewitness,42,
869,ANDY (voice over),Horror,mutewitness,26,
870,LARSEN,Horror,mutewitness,149,
871,KAREN,Horror,mutewitness,246,
872,ANDY,Horror,mutewitness,271,
873,STELLA,Horror,carrie,51,
874,FROMM,Horror,carrie,43,
875,PULL BACK QUICKLY to show red circles of a traffic light.,Horror,carrie,24,
876,BOBBY,Horror,carrie,24,
877,DE LOIS,Horror,carrie,44,
878,NORMA,Horror,carrie,43,
881,SWELLING. They're being led toward the stage area  the thrones waiting for them. The,Horror,carrie,30,
882,ERNEST,Horror,carrie,50,
883,MORTON,Horror,carrie,73,
884,VOICE SCREAMS.,Horror,carrie,32,
885,COLLINS,Horror,carrie,351,
886,GEORGE,Horror,carrie,43,
887,THE BEAK,Horror,carrie,48,
888,CRACKLES. Utter pandemonium.,Horror,carrie,56,
889,CHRIS,Horror,carrie,228,
891,MARGARET,Horror,carrie,257,
892,CARRIE,Horror,carrie,572,
893,GET OUT!,Horror,carrie,26,
894,DISSOLVE TO:,Horror,carrie,146,
895,ELEANOR,Horror,carrie,101,
897,BEATRICE,Horror,afterlife,74,
898,DEBRA,Horror,halloweenthecurseofmichaelmyers,64,
899,JAMIE,Horror,halloweenthecurseofmichaelmyers,48,
900,JOHN,Horror,halloweenthecurseofmichaelmyers,102,
901,HARRY SIMMS,Horror,halloweenthecurseofmichaelmyers,83,
902,MRS. BLANKENSHIP,Horror,halloweenthecurseofmichaelmyers,21,
903,HOLDT,Horror,halloweenthecurseofmichaelmyers,27,
904,TIM,Horror,halloweenthecurseofmichaelmyers,57,
905,BETH,Horror,halloweenthecurseofmichaelmyers,93,
906,WYNN,Horror,halloweenthecurseofmichaelmyers,194,
907,DANNY,Horror,halloweenthecurseofmichaelmyers,36,
910,KARA,Horror,halloweenthecurseofmichaelmyers,216,
911,WIFE,Horror,whenastrangercalls,34,
912,NANCY,Horror,whenastrangercalls,68,
913,SACKER,Horror,whenastrangercalls,89,
914,MASTER,Horror,whenastrangercalls,27,
915,DR. MONK,Horror,whenastrangercalls,116,
916,BILL,Horror,whenastrangercalls,38,
918,CHEATER,Horror,whenastrangercalls,62,
920,DUNCAN,Horror,whenastrangercalls,103,
921,CAROL,Horror,whenastrangercalls,40,
923,POLICEMAN #2,Horror,whenastrangercalls,22,
924,POLICEMAN #1,Horror,whenastrangercalls,22,
925,GARBER,Horror,whenastrangercalls,99,
926,STEVIE,Horror,whenastrangercalls,40,
927,JILL,Horror,whenastrangercalls,352,
928,CLIFFORD,Horror,whenastrangercalls,324,
929,OKUBO,Horror,lakeplacid,28,
930,KEVIN,Horror,lakeplacid,61,
931,JANINE,Horror,lakeplacid,22,
933,KEOUGH,Horror,lakeplacid,453,
934,GARE,Horror,lakeplacid,60,
935,JACK,Horror,lakeplacid,496,
936,KELLY,Horror,lakeplacid,736,
937,BICKERMAN,Horror,lakeplacid,96,
938,MIKE,Horror,landofthedead,33,
939,WOMAN,Horror,landofthedead,24,
940,MANOLETE,Horror,landofthedead,36,
941,PILLSBURY,Horror,landofthedead,33,
942,HOLO,Horror,landofthedead,49,
943,FOXY,Horror,landofthedead,25,
944,"...DEAD THINGS close in. The Workers, unarmed, pick up the",Horror,landofthedead,28,
945,CHOLO,Horror,landofthedead,346,
946,"ILEY runs out of a line of trees. In the distance, he sees...",Horror,landofthedead,21,
947,HARLIE,Horror,landofthedead,25,
948,AUFMAN,Horror,landofthedead,36,
949,NIPP,Horror,landofthedead,26,
950,KNIPP,Horror,landofthedead,47,
951,KAUFMAN,Horror,landofthedead,170,
952,MULLIGAN,Horror,landofthedead,25,
953,INT. DEAD RECKONING - NIGHT,Horror,landofthedead,26,
954,CHARLIE,Horror,landofthedead,134,
955,RILEY,Horror,landofthedead,488,
957,ILEY,Horror,landofthedead,83,
958,ELLIE (voice),Horror,petsematary,27,
959,ELLIE,Horror,petsematary,197,
960,IRWIN,Horror,petsematary,26,
961,JUD,Horror,petsematary,439,
962,PASCOW,Horror,petsematary,62,
963,RACHEL,Horror,petsematary,199,
964,LOUIS,Horror,petsematary,583,
965,GWEN,Horror,hellraiserhellseeker,62,
966,ANNNOUNCER'S VOICE,Horror,hellraiserhellseeker,26,
967,TAWNY,Horror,hellraiserhellseeker,79,
968,PRIEST,Horror,hellraiserhellseeker,34,
969,BRET,Horror,hellraiserhellseeker,148,
970,TREVOR (cont'd),Horror,hellraiserhellseeker,38,
971,PINHEAD,Horror,hellraiserhellseeker,91,
972,TREVOR,Horror,hellraiserhellseeker,670,
973,DR. AMBROSE,Horror,hellraiserhellseeker,38,
974,SAGE,Horror,hellraiserhellseeker,67,
975,AMBROSE,Horror,hellraiserhellseeker,24,
977,(CONTINUED),Horror,hellraiserhellseeker,166,
978,LANGE,Horror,hellraiserhellseeker,115,
979,GIVENS,Horror,hellraiserhellseeker,22,
980,LARRY,Horror,hellraiserhellseeker,67,
981,KIRSTY,Horror,hellraiserhellseeker,131,
982,NANCY (,Horror,amityvilleasylumthe,29,
983,PEMBERTON,Horror,amityvilleasylumthe,64,
984,HARDCASTLE,Horror,amityvilleasylumthe,77,
985,NANCY,Horror,amityvilleasylumthe,47,
986,RONALD SENIOR,Horror,amityvilleasylumthe,47,
987,BUTCH,Horror,amityvilleasylumthe,45,
989,MIXTER (,Horror,amityvilleasylumthe,25,
990,SADIE,Horror,amityvilleasylumthe,52,
991,MAN,Horror,amityvilleasylumthe,21,
992,DELANEY,Horror,amityvilleasylumthe,446,
993,LISA,Horror,amityvilleasylumthe,660,
994,PRESENTER,Horror,amityvilleasylumthe,38,
995,MIXTER,Horror,amityvilleasylumthe,258,
996,CHIEF,Horror,feast,36,
997,MEAN GREEN,Horror,feast,26,
998,NEWSCASTER,Horror,feast,29,
999,HERO,Horror,feast,68,
1001,COACH,Horror,feast,132,
1004,ROADIE,Horror,feast,94,
1005,BEER GUY,Horror,feast,67,
1006,TRAMPY,Horror,feast,72,
1007,PARA,Horror,feast,72,
1008,GRANDPA,Horror,feast,35,
1009,BARTENDER,Horror,feast,115,
1010,ADULTERER,Horror,feast,107,
1011,TUFFY,Horror,feast,91,
1012,BOZO,Horror,feast,311,
1014,THE MAN IN TAN,Horror,feast,23,
1015,DR. SERCARZ,Horror,insidious,49,
1016,ALANSO,Horror,insidious,32,
1017,KELLY,Horror,insidious,22,
1020,TUCKER,Horror,insidious,88,
1021,SPECS,Horror,insidious,166,
1022,RENAI,Horror,insidious,488,
1023,(BEAT),Horror,insidious,78,
1024,ELISE,Horror,insidious,286,
1025,DALTON,Horror,insidious,77,
1026,JOSH,Horror,insidious,511,
1027,FRANKIE,Horror,finaldestination2,34,
1028,DANO,Horror,finaldestination2,45,
1029,SHAINA,Horror,finaldestination2,37,
1030,DETECTIVE SUBY,Horror,finaldestination2,38,
1031,PHYSICIAN,Horror,finaldestination2,21,
1032,DR. LEES,Horror,finaldestination2,24,
1034,MORTICIAN,Horror,finaldestination2,63,
1035,JORGE,Horror,finaldestination2,32,
1037,EUGENE,Horror,finaldestination2,75,
1038,RORY,Horror,finaldestination2,105,
1039,KAT,Horror,finaldestination2,94,
1040,ANCHOR MAN,Horror,finaldestination2,25,
1041,ISABELLA,Horror,finaldestination2,47,
1042,CLEAR,Horror,finaldestination2,336,
1043,NURSE,Horror,finaldestination2,22,
1044,MR. BURROUGHS,Horror,finaldestination2,54,
1045,THOMAS,Horror,finaldestination2,298,
1046,KIMBERLY,Horror,finaldestination2,476,
1048,RN,Horror,hellboundhellraiserii,61,
1049,KYLE,Horror,hellboundhellraiserii,112,
1050,FRANK,Horror,hellboundhellraiserii,70,
1051,LARRY,Horror,hellboundhellraiserii,35,
1052,PINHEAD,Horror,hellboundhellraiserii,63,
1053,MALAHIDE,Horror,hellboundhellraiserii,146,
1054,KIRSTY,Horror,hellboundhellraiserii,356,
1055,JULIA,Horror,hellboundhellraiserii,140,
1056,DOCTOR,Horror,shiningthe,78,
1057,ULLMAN (OFF),Horror,shiningthe,33,
1059,GLEN RINKER (OFF),Horror,shiningthe,27,
1060,LLOYD,Horror,shiningthe,38,
1061,GRADY,Horror,shiningthe,92,
1062,RANGER,Horror,shiningthe,91,
1063,DURKIN,Horror,shiningthe,35,
1064,VOICE OVER RADIO,Horror,shiningthe,30,
1065,GRADY (OFF),Horror,shiningthe,33,
1066,TONY'S VOICE,Horror,shiningthe,35,
1067,HALLORAN (OFF),Horror,shiningthe,23,
1068,HALLORAN,Horror,shiningthe,284,
1070,WENDY (OFF),Horror,shiningthe,43,
1071,DANNY,Horror,shiningthe,191,
1072,WENDY,Horror,shiningthe,574,
1073,JACK,Horror,shiningthe,704,
1074,DISSOLVE TO:,Horror,shiningthe,42,
1077,FURTWAANGLER,Music,takingsides,23,
1078,MARTIN,Music,takingsides,35,
1080,DYMSHITZ,Music,takingsides,127,
1081,ARCHIVES,Music,takingsides,26,
1082,RODE,Music,takingsides,172,
1083,LISA,Music,purplerain,22,
1084,WENDY,Music,purplerain,53,
1086,MANAGER,Music,doorsthe,37,
1087,JERRY,Music,doorsthe,26,
1088,HAIRDRESSER,Music,doorsthe,23,
1089,PRODUCER,Music,doorsthe,34,
1090,JOURNALIST 1,Music,doorsthe,21,
1091,JOURNALIST 3,Music,doorsthe,28,
1092,CHICO,Film-Noir,sweetsmellofsuccess,23,
1093,WELDON,Film-Noir,sweetsmellofsuccess,31,
1096,BARTHA,Film-Noir,sweetsmellofsuccess,60,
1097,WIFE,Film-Noir,sweetsmellofsuccess,62,
1098,ELWELL,Film-Noir,sweetsmellofsuccess,76,
1099,RITA,Film-Noir,sweetsmellofsuccess,121,
1100,HASTINGS,Western,baddayatblackrock,96,
1101,MANAGER,Western,stationwest,40,
1102,GODDARD,Western,stationwest,44,
1103,COOK,Western,stationwest,40,
1104,JERRY,Western,stationwest,33,
1105,STELLMAN,Western,stationwest,66,
1106,PETE,Western,stationwest,81,
1107,MICK,Western,stationwest,32,
1108,BRISTOW,Western,stationwest,223,
1109,ORVILLE,Western,stationwest,127,
1110,ILES,Western,stationwest,320,
1111,MRS. CASLON,Western,stationwest,151,
1112,DISSOLVE,Western,stationwest,27,
1113,PRINCE,Western,stationwest,137,
1114,HAVEN,Western,stationwest,1399,
1115,CHARLIE,Western,stationwest,546,
1116,PIKE,Western,wildbunchthe,48,
1117,DUTCH,Western,wildbunchthe,24,
1118,CONTINUED,Western,wildbunchthe,21,
1119,SAM,Western,roughshod,25,
1120,GRAHAM,Western,roughshod,73,
1121,CLAYTON,Western,roughshod,22,
1123,WYATT,Western,roughshod,64,
1124,MRS. WYATT,Western,roughshod,50,
1125,ELAINE,Western,roughshod,77,
1126,FOWLER,Western,roughshod,70,
1127,HELEN,Western,roughshod,252,
1128,MCCALL,Western,roughshod,23,
1129,LEDNOV,Western,roughshod,109,
1130,DISSOLVE,Western,roughshod,31,
1132,MARY,Western,roughshod,644,
1133,CLAY,Western,roughshod,777,
1134,JOEY,Drama,aptpupil,82,
1136,BEN,Drama,aptpupil,59,
1138,MORGAN,Drama,aptpupil,53,
1140,WEISKOPF,Drama,aptpupil,39,
1141,RICHLER,Drama,aptpupil,91,
1142,DICK,Drama,aptpupil,173,
1143,TODD,Drama,aptpupil,1071,
1144,FRENCH,Drama,aptpupil,175,
1145,CARLETON,Drama,believerthe,38,
1146,FATHER,Drama,believerthe,46,
1147,BRAND,Drama,believerthe,36,
1148,GUY,Drama,believerthe,115,
1149,DRAKE,Drama,believerthe,41,
1150,LINA,Drama,believerthe,81,
1151,CURTIS,Drama,believerthe,168,
1152,MRS. MOEBIUS,Drama,believerthe,79,
1153,REPORTER,Drama,believerthe,32,
1154,MIRIAM,Drama,believerthe,91,
1155,VOICE,Drama,believerthe,32,
1156,BILLINGS,Drama,believerthe,87,
1157,KYLE,Drama,believerthe,95,
1158,STUART,Drama,believerthe,49,
1159,AVI,Drama,believerthe,46,
1160,CARLA,Drama,believerthe,238,
1161,VOICES,Drama,believerthe,36,
1162,RAV ZINGESSER,Drama,believerthe,98,
1163,DANNY,Drama,believerthe,1206,
1164,INTERVIEWER,Drama,basquiat,84,
1165,GINA,Drama,basquiat,170,
1167,ANDY WARHOL,Drama,basquiat,108,
1168,MARY BOONE,Drama,basquiat,41,
1169,ALBERT MILO,Drama,basquiat,99,
1170,BRUNO,Drama,basquiat,31,
1171,BENNY,Drama,basquiat,120,
1172,BASQUIAT,Drama,basquiat,742,
1173,COTTON,Drama,blindsidethe,78,
1174,GRANGER,Drama,blindsidethe,29,
1175,MISS SUE,Drama,blindsidethe,22,
1176,SI,Drama,blindsidethe,41,
1178,LEIGH ANNE,Drama,blindsidethe,287,
1179,MICHAEL,Drama,blindsidethe,149,
1180,(CONTINUED),Drama,blindsidethe,358,
1181,LOUELLA,Drama,rko281,102,
1182,AGENT McCABE,Drama,rko281,33,
1183,CAROLE LOMBARD,Drama,rko281,59,
1185,MAYER,Drama,rko281,94,
1186,TOLAND,Drama,rko281,25,
1187,MARION,Drama,rko281,212,
1189,SCHAEFER,Drama,rko281,218,
1190,MANK,Drama,rko281,388,
1191,WELLES,Drama,rko281,697,
1192,LEAGUER PUNK 1,Drama,sandlotkidsthe,37,
1193,DENUNEZ,Drama,sandlotkidsthe,52,
1194,TIMMY,Drama,sandlotkidsthe,47,
1195,REPEAT,Drama,sandlotkidsthe,36,
1198,BERTRAM,Drama,sandlotkidsthe,55,
1199,GANG,Drama,sandlotkidsthe,46,
1200,THE BABE,Drama,sandlotkidsthe,55,
1201,SQUINTS,Drama,sandlotkidsthe,269,
1202,THE BEAST,Drama,sandlotkidsthe,22,
1203,THE GANG,Drama,sandlotkidsthe,43,
1205,MR. MERTLE,Drama,sandlotkidsthe,30,
1206,SCOTTY,Drama,sandlotkidsthe,319,
1207,BILL,Drama,sandlotkidsthe,56,
1208,(BEAT),Drama,sandlotkidsthe,196,
1209,MOM,Drama,sandlotkidsthe,67,
1210,NARRATOR,Drama,sandlotkidsthe,251,
1211,MILLS,Drama,arbitrage,40,
1212,CHRIS,Drama,arbitrage,49,
1213,GAVIN,Drama,arbitrage,58,
1214,SYD,Drama,arbitrage,116,
1215,(INTO PHONE),Drama,arbitrage,56,
1216,DEFERLITO,Drama,arbitrage,86,
1217,EARL,Drama,arbitrage,44,
1218,RITTENBAND,Drama,arbitrage,49,
1220,(BEAT),Drama,arbitrage,53,
1221,JIMMY,Drama,arbitrage,274,
1222,ROBERT,Drama,arbitrage,881,
1223,ELLEN,Drama,arbitrage,209,
1224,(LAUGHS),Drama,arbitrage,34,
1225,AIMES,Drama,arbitrage,22,
1226,MAYFIELD,Drama,arbitrage,48,
1227,BROOKE,Drama,arbitrage,143,
1228,KEVIN,Drama,manhunter,45,
1229,VOICE,Drama,manhunter,34,
1230,SPURGEN,Drama,manhunter,34,
1232,BLOOM,Drama,manhunter,57,
1233,LECKTOR,Drama,manhunter,210,
1235,DOLLARHYDE,Drama,manhunter,213,
1236,CRAWFORD,Drama,manhunter,366,
1238,GRAHAM,Drama,manhunter,1111,
1239,DEMIDOV,Drama,touristthe,116,
1240,JEAN LUC,Drama,touristthe,30,
1242,JONES,Drama,touristthe,80,
1243,ACKERMAN,Drama,touristthe,399,
1244,THE ENGLISHMAN,Drama,touristthe,36,
1246,FRANK,Drama,touristthe,460,
1247,SYBIL THORNDIKE (AS QUEEN DOWAGER),Drama,myweekwithmarilyn,30,
1248,SYBIL THORNDIKE (cont'd),Drama,myweekwithmarilyn,21,
1250,VIVIEN,Drama,myweekwithmarilyn,120,
1251,MEAD,Drama,myweekwithmarilyn,50,
1252,WATTIS,Drama,myweekwithmarilyn,39,
1253,(OFF),Drama,myweekwithmarilyn,38,
1254,PAULA,Drama,myweekwithmarilyn,131,
1255,CONNELL,Drama,myweekwithmarilyn,25,
1256,SYBIL THORNDIKE,Drama,myweekwithmarilyn,91,
1258,MARILYN (AS ELSIE),Drama,myweekwithmarilyn,69,
1259,ORTON,Drama,myweekwithmarilyn,95,
1260,MILTON,Drama,myweekwithmarilyn,186,
1261,JACOBS,Drama,myweekwithmarilyn,72,
1262,LUCY,Drama,myweekwithmarilyn,112,
1263,OLIVIER,Drama,myweekwithmarilyn,504,
1264,ROGER,Drama,myweekwithmarilyn,109,
1266,MARILYN,Drama,myweekwithmarilyn,568,
1267,COLIN sits with the phone to his ear. The sound of Marilyn,Drama,myweekwithmarilyn,26,
1268,EDDIE,Drama,lightsleeper,53,
1269,TERESA,Drama,lightsleeper,127,
1271,MANUEL,Drama,lightsleeper,41,
1272,RANDI,Drama,lightsleeper,87,
1273,ROBERT,Drama,lightsleeper,208,
1274,TIS,Drama,lightsleeper,111,
1275,LETOUR,Drama,lightsleeper,1011,
1276,ANN,Drama,lightsleeper,408,
1277,GEORGE,Drama,icestormthe,52,
1278,PHILIP,Drama,icestormthe,84,
1279,JANEY,Drama,icestormthe,146,
1281,LIBBETS,Drama,icestormthe,66,
1282,DOT,Drama,icestormthe,24,
1283,PAUL,Drama,icestormthe,281,
1284,MIKEY,Drama,icestormthe,127,
1285,JIM,Drama,icestormthe,120,
1286,SANDY,Drama,icestormthe,112,
1287,WENDY,Drama,icestormthe,282,
1288,BEN,Drama,icestormthe,644,
1289,ELENA,Drama,icestormthe,431,
1290,ELLIE,Drama,savingmrbanks,21,
1291,BOB,Drama,savingmrbanks,66,
1292,(OVER),Drama,savingmrbanks,40,
1293,DON,Drama,savingmrbanks,144,
1294,DICK,Drama,savingmrbanks,106,
1295,DISNEY,Drama,savingmrbanks,28,
1296,DOLLY,Drama,savingmrbanks,66,
1297,MARGARET,Drama,savingmrbanks,73,
1298,GINTY,Drama,savingmrbanks,125,
1299,TOMMIE,Drama,savingmrbanks,29,
1300,(BEAT),Drama,savingmrbanks,160,
1301,DIARMUID,Drama,savingmrbanks,73,
1302,RALPH,Drama,savingmrbanks,137,
