,Char,Genre,Title,line_count,gender
3574,BENVOLIO,Crime,romeojuliet,121,
3575,TYBALT,Crime,romeojuliet,46,
3576,MONTAGUE,Crime,romeojuliet,23,
3577,CAPULET,Crime,romeojuliet,101,
3578,CAPULET (CONT.),Crime,romeojuliet,32,
3579,DAVE,Crime,romeojuliet,30,
3581,GLORIA,Crime,romeojuliet,87,
3582,GLORIA (CONT.),Crime,romeojuliet,21,
3583,FATHER LAURENCE (CONT.),Crime,romeojuliet,59,
3586,ROMEO,Crime,romeojuliet,403,
3587,JULIET,Crime,romeojuliet,329,
3588,BALTHASAR,Crime,romeojuliet,22,
3589,FATHER LAURENCE,Crime,romeojuliet,123,
3590,CAPTAIN PRINCE,Crime,romeojuliet,48,
3591,BET COP,Crime,badlieutenant,27,
3592,PRIEST,Crime,badlieutenant,31,
3593,LITE,Crime,badlieutenant,58,
3595,ARIANE,Crime,badlieutenant,101,
3596,NUN,Crime,badlieutenant,146,
3597,(OC),Crime,badlieutenant,30,
3598,ELDERLY BLACK WOMAN,Crime,badlieutenant,23,
3599,FENCE,Crime,badlieutenant,37,
3600,LT,Crime,badlieutenant,623,
3601,BILL,Crime,lifeofdavidgalethe,33,
3602,GROVER,Crime,lifeofdavidgalethe,77,
3603,ROSS,Crime,lifeofdavidgalethe,31,
3604,BERLIN,Crime,lifeofdavidgalethe,73,
3605,IVY LEAGUER,Crime,lifeofdavidgalethe,21,
3607,DIRECTOR,Crime,lifeofdavidgalethe,28,
3609,CANCE,Crime,lifeofdavidgalethe,241,
3611,GOVERNOR HARDIN,Crime,lifeofdavidgalethe,53,
3612,KRUGER,Crime,lifeofdavidgalethe,39,
3613,BELYEU,Crime,lifeofdavidgalethe,154,
3614,ROBERTS,Crime,lifeofdavidgalethe,66,
3615,BITSEY,Crime,lifeofdavidgalethe,568,
3616,DAVID,Crime,lifeofdavidgalethe,578,
3617,DUSTY,Crime,lifeofdavidgalethe,24,
3619,YOUNG MAN,Crime,kingofcomedythe,113,
3620,RECEPTIONIST,Crime,kingofcomedythe,61,
3621,WIRTZ,Crime,kingofcomedythe,29,
3622,OFFICIAL,Crime,kingofcomedythe,37,
3624,CROCKETT,Crime,kingofcomedythe,54,
3625,MCCABE,Crime,kingofcomedythe,21,
3626,CATHY LONG,Crime,kingofcomedythe,101,
3628,RANDALL,Crime,kingofcomedythe,26,
3629,MAE,Crime,kingofcomedythe,39,
3630,PATTEN,Crime,kingofcomedythe,136,
3631,LANGFORD,Crime,kingofcomedythe,256,
3632,MARSHA,Crime,kingofcomedythe,203,
3633,RITA,Crime,kingofcomedythe,575,
3634,PUPKIN,Crime,kingofcomedythe,1629,
3635,GORLOPIS,Crime,doubleindemnity,51,
3636,DIETRICHSON,Crime,doubleindemnity,83,
3637,NORTON,Crime,doubleindemnity,158,
3639,LOLA,Crime,doubleindemnity,231,
3640,NEFF'S VOICE,Crime,doubleindemnity,341,
3641,PHYLLIS,Crime,doubleindemnity,729,
3642,ZACHETTI,Crime,doubleindemnity,31,
3643,DISSOLVE TO:,Crime,doubleindemnity,41,
3644,KEYES' VOICE,Crime,doubleindemnity,48,
3645,KEYES,Crime,doubleindemnity,644,
3646,NEFF,Crime,doubleindemnity,1472,
3648,DAVE,Crime,gangrelated,24,
3649,CAPT. HENDERSON,Crime,gangrelated,57,
3650,RICHARD STEIN,Crime,gangrelated,86,
3651,BAILIFF,Crime,gangrelated,22,
3652,HELEN,Crime,gangrelated,160,
3653,JUDGE HAROLD PINE,Crime,gangrelated,39,
3654,RODRIGUEZ,Crime,gangrelated,448,
3655,VIC,Crime,gangrelated,32,
3656,SIMMS,Crime,gangrelated,87,
3657,ELLIOT,Crime,gangrelated,184,
3658,ARTHUR,Crime,gangrelated,192,
3659,CYNTHIA,Crime,gangrelated,309,
3660,MANNY,Crime,gangrelated,111,
3661,DIVINCI,Crime,gangrelated,991,
3662,WILLIAM,Crime,gangrelated,139,
3663,WIN,Crime,someonetowatchoverme,67,
3664,BROOKLYN,Crime,someonetowatchoverme,25,
3665,T.J.,Crime,someonetowatchoverme,56,
3666,SCOTTY,Crime,someonetowatchoverme,34,
3668,VENZA,Crime,someonetowatchoverme,67,
3669,TOMMY,Crime,someonetowatchoverme,75,
3670,KOONTZ,Crime,someonetowatchoverme,92,
3671,CLAIRE,Crime,someonetowatchoverme,424,
3672,GARBER,Crime,someonetowatchoverme,151,
3674,MIKE,Crime,someonetowatchoverme,858,
3675,CAB DRIVER,Crime,killingzoe,58,
3677,BANK MANAGER,Crime,killingzoe,27,
3678,RICARDO,Crime,killingzoe,83,
3679,VAULT GUARD #1,Crime,killingzoe,22,
3680,CLAUDE,Crime,killingzoe,132,
3681,JEAN,Crime,killingzoe,83,
3683,ERIC,Crime,killingzoe,881,
3684,ZED,Crime,killingzoe,473,
3685,ZOEY,Crime,killingzoe,175,
3688,STEWART,Crime,bountyhunterthe,63,
3689,DAWN,Crime,bountyhunterthe,30,
3690,MOM,Crime,bountyhunterthe,31,
3691,TERESA,Crime,bountyhunterthe,30,
3692,JIMMY,Crime,bountyhunterthe,49,
3693,RAY,Crime,bountyhunterthe,28,
3694,DWIGHT,Crime,bountyhunterthe,40,
3695,BOBBY,Crime,bountyhunterthe,105,
3696,(QUICKLY),Crime,bountyhunterthe,23,
3697,LOIS,Crime,bountyhunterthe,39,
3698,SID,Crime,bountyhunterthe,152,
3699,CASS,Crime,bountyhunterthe,762,
3700,MILO,Crime,bountyhunterthe,1088,
3701,CIA MAN,Crime,darkknightrisesthe,36,
3702,MAID,Crime,darkknightrisesthe,28,
3704,DAGGETT,Crime,darkknightrisesthe,88,
3705,MAYOR,Crime,darkknightrisesthe,34,
3707,CAPTAIN JONES,Crime,darkknightrisesthe,41,
3708,PRISONER,Crime,darkknightrisesthe,101,
3709,STRYVER,Crime,darkknightrisesthe,46,
3710,SELINA,Crime,darkknightrisesthe,176,
3711,CRANE,Crime,darkknightrisesthe,29,
3714,FOLEY,Crime,darkknightrisesthe,112,
3715,MIRANDA,Crime,darkknightrisesthe,150,
3716,A U,Crime,darkknightrisesthe,47,
3718,UNIFORM,Crime,darkknightrisesthe,28,
3719,(OVER RADIO),Crime,darkknightrisesthe,29,
3721,CATWOMAN,Crime,darkknightrisesthe,111,
3724,GORDON,Crime,darkknightrisesthe,300,
3727,LAWYER,Crime,darkknightrisesthe,29,
3729,ALFRED,Crime,darkknightrisesthe,285,
3730,JOE,Crime,donniebrasco,60,
3731,BERGER,Crime,donniebrasco,46,
3732,JONES,Crime,donniebrasco,23,
3733,BURSEY,Crime,donniebrasco,38,
3734,HOLLMAN,Crime,donniebrasco,21,
3735,CALVINO,Crime,donniebrasco,53,
3737,FLASH CUT TO:,Crime,donniebrasco,38,
3738,BERADA,Crime,donniebrasco,115,
3739,HOGUE,Crime,donniebrasco,121,
3741,BOOBIE,Crime,donniebrasco,93,
3742,KERRY,Crime,donniebrasco,23,
3743,TERRY,Crime,donniebrasco,70,
3744,MAGGIE,Crime,donniebrasco,346,
3745,PHILLY LUCKY,Crime,donniebrasco,25,
3747,SONNY,Crime,donniebrasco,315,
3748,LOUISE,Crime,donniebrasco,27,
3749,LEFTY,Crime,donniebrasco,978,
3751,JULES,Crime,donniebrasco,153,
3752,DONNIE,Crime,donniebrasco,995,
3753,(CONTINUED),Crime,donniebrasco,383,
3754,MORT PAPIERMAN/RICHIE DIMASO,Crime,americanhustle,61,
3757,PACO HERNANDEZ,Crime,americanhustle,22,
3759,(MORE),Crime,americanhustle,22,
3760,DANNY,Crime,americanhustle,24,
3761,SMASH TO:,Crime,americanhustle,40,
3762,ALF SIMONE,Crime,americanhustle,69,
3763,DOLLY POLITO,Crime,americanhustle,48,
3764,CARMINE POLITO,Crime,americanhustle,467,
3765,ANTHONY AMADO,Crime,americanhustle,70,
3766,SYDNEY PRR,Crime,americanhustle,350,
3767,EDITH GREENSLY,Crime,americanhustle,271,
3769,STODDARD THN,Crime,americanhustle,186,
3770,PETE MUSANE,Crime,americanhustle,88,
3772,IRVING ROSENFELD,Crime,americanhustle,1218,
3773,MGNOR,Crime,boondocksaintsthe,27,
3774,ROZ,Crime,boondocksaintsthe,31,
3776,GREELY,Crime,boondocksaintsthe,37,
3777,MITCHELL,Crime,boondocksaintsthe,27,
3778,DOC,Crime,boondocksaintsthe,50,
3779,CHECKOV,Crime,boondocksaintsthe,36,
3780,CHAFFEY,Crime,boondocksaintsthe,23,
3781,CHIEF,Crime,boondocksaintsthe,21,
3782,DOLLY,Crime,boondocksaintsthe,28,
3783,DONNA,Crime,boondocksaintsthe,28,
3784,VINCENZO,Crime,boondocksaintsthe,21,
3785,GREENLY,Crime,boondocksaintsthe,94,
3786,DUFFY,Crime,boondocksaintsthe,58,
3787,PRIEST,Crime,boondocksaintsthe,69,
3788,AUGUSTUS,Crime,boondocksaintsthe,59,
3789,ROCCO,Crime,boondocksaintsthe,458,
3790,SMECKER,Crime,boondocksaintsthe,690,
3792,CONNOR,Crime,boondocksaintsthe,433,
3793,MURPHY,Crime,boondocksaintsthe,340,
3794,JAVAL,Crime,rushhour,66,
3795,JAVAL (VO),Crime,rushhour,38,
3796,SECRETARY OF STATE,Crime,rushhour,44,
3797,SECRETARY OF DEFENSE,Crime,rushhour,33,
3798,PRESIDENT,Crime,rushhour,110,
3799,INTELLIGENCE OFFICER,Crime,rushhour,45,
3800,CIA CHIEF,Crime,rushhour,49,
3801,WALTHER,Crime,rushhour,106,
3802,SABATINI,Crime,rushhour,69,
3803,ROBBINS,Crime,rushhour,44,
3804,BOBBI,Crime,rushhour,88,
3805,AMBASSADOR HAN,Crime,rushhour,66,
3806,COLONEL LEE,Crime,rushhour,41,
3807,CARSON (VO),Crime,rushhour,55,
3808,DAVE,Crime,rushhour,146,
3809,MRS. HAN,Crime,rushhour,32,
3812,CARSON,Crime,rushhour,687,
3813,MIRANDA,Crime,rushhour,304,
3814,LIEUTENANT MAN,Crime,datenight,22,
3815,HOLBROOKE,Crime,datenight,49,
3816,PHIL,Crime,datenight,395,
3817,CLARA,Crime,datenight,306,
3818,BISHOP O'HARA,Crime,sisteract,32,
3819,TATE,Crime,sisteract,30,
3820,LAWANDA,Crime,sisteract,38,
3821,O'HARA,Crime,sisteract,65,
3823,JOEY,Crime,sisteract,118,
3826,EDDIE,Crime,sisteract,228,
3827,VINCE,Crime,sisteract,231,
3828,MOTHER SUPERIOR,Crime,sisteract,459,
3829,MARY ROBERT,Crime,sisteract,228,
3830,MARY PATRICK,Crime,sisteract,213,
3832,CHRISTY,Crime,sisteract,1234,
3833,TERIKHIAN,Crime,burnafterreading,44,
3834,DOCTOR,Crime,burnafterreading,64,
3835,BOGUS,Crime,burnafterreading,42,
3836,NEW EMBASSY MAN,Crime,burnafterreading,21,
3837,FROM THERE!,Crime,burnafterreading,24,
3838,LONG LENS POINT-OF-VIEW,Crime,burnafterreading,39,
3839,CHAD,Crime,burnafterreading,358,
3841,KRAPOTKIN,Crime,burnafterreading,53,
3842,WOMAN'S VOICE,Crime,burnafterreading,31,
3843,DEL,Crime,burnafterreading,32,
3844,MAN,Crime,burnafterreading,60,
3845,SANDY,Crime,burnafterreading,96,
3846,HARRY,Crime,burnafterreading,628,
3847,LINDA,Crime,burnafterreading,710,
3848,OSBOURNE,Crime,burnafterreading,561,
3851,GARDNER CHUBB,Crime,burnafterreading,109,
3852,BRANCH MANAGER,Crime,birthdaygirl,68,
3853,YURI,Crime,birthdaygirl,274,
3854,ALEXEI,Crime,birthdaygirl,83,
3855,NADIA,Crime,birthdaygirl,401,
3856,JOHN,Crime,birthdaygirl,649,
3857,MURRAY,Crime,americanhistoryx,25,
3858,STACEY,Crime,americanhistoryx,26,
3859,DENNIS,Crime,americanhistoryx,32,
3860,CAMMERON,Crime,americanhistoryx,59,
3861,SETH,Crime,americanhistoryx,103,
3862,DAVINA,Crime,americanhistoryx,61,
3863,DORIS,Crime,americanhistoryx,65,
3867,SWEENEY,Crime,americanhistoryx,61,
3869,DANNY (,Crime,americanhistoryx,32,
3870,BARTENDER,Crime,mariachiel,32,
3871,VIEJO CLERK,Crime,mariachiel,35,
3872,MEAN DUDE #5,Crime,mariachiel,111,
3873,DOMINO,Crime,mariachiel,224,
3874,AZUL,Crime,mariachiel,167,
3875,MARIACHI,Crime,mariachiel,186,
3876,MOCO,Crime,mariachiel,135,
3877,(CONTINUED),Crime,mariachiel,82,
3878,JENNIFER,Crime,fracture,35,
3879,NORMAN,Crime,fracture,52,
3881,MARCHAND,Crime,fracture,97,
3882,NUNALLY,Crime,fracture,176,
3883,MONA,Crime,fracture,28,
3884,JUDGE,Crime,fracture,22,
3885,RESIDENT,Crime,fracture,42,
3887,JUDGE ROBINSON,Crime,fracture,84,
3888,GARDNER,Crime,fracture,48,
3889,LOBRUTO,Crime,fracture,157,
3890,CRAWFORD,Crime,fracture,460,
3891,WILLY,Crime,fracture,1197,
3892,CONTRACTOR,Crime,machinegunpreacher,21,
3893,PASTOR KRAUSE,Crime,machinegunpreacher,26,
3895,BILL,Crime,machinegunpreacher,41,
3896,GARANG,Crime,machinegunpreacher,44,
3897,BANK MANAGER,Crime,machinegunpreacher,23,
3898,BIKER,Crime,machinegunpreacher,34,
3899,DONNIE,Crime,machinegunpreacher,176,
3900,LYNN,Crime,machinegunpreacher,229,
3901,AGNETE,Crime,machinegunpreacher,54,
3902,(BEAT),Crime,machinegunpreacher,52,
3903,PAIGE,Crime,machinegunpreacher,112,
3904,WILLIAM,Crime,machinegunpreacher,56,
3905,DENG,Crime,machinegunpreacher,262,
3906,(ARABIC),Crime,machinegunpreacher,101,
3907,SAM,Crime,machinegunpreacher,959,
3908,REVEREND HARPER,Crime,arsenicandoldlace,35,
3909,GIBBS,Crime,arsenicandoldlace,34,
3910,JUDGE CULLMAN,Crime,arsenicandoldlace,21,
3911,DOCTOR GILCHRIST,Crime,arsenicandoldlace,29,
3912,JONATHAN,Crime,arsenicandoldlace,364,
3913,BROPHY,Crime,arsenicandoldlace,143,
3914,DOCTOR EINSTEIN,Crime,arsenicandoldlace,299,
3915,WITHERSPOON,Crime,arsenicandoldlace,119,
3916,TEDDY,Crime,arsenicandoldlace,199,
3917,MARTHA,Crime,arsenicandoldlace,260,
3918,ABBY,Crime,arsenicandoldlace,507,
3919,LIEUTENANT ROONEY,Crime,arsenicandoldlace,156,
3921,ELAINE,Crime,arsenicandoldlace,223,
3922,MORTIMER,Crime,arsenicandoldlace,1252,
3924,FIRST OFFICER,Crime,midnightexpress,23,
3925,TEX,Crime,midnightexpress,57,
3926,ERICH,Crime,midnightexpress,73,
3927,FATHER,Crime,midnightexpress,115,
3928,YESIL,Crime,midnightexpress,60,
3929,SUSAN'S VOICE,Crime,midnightexpress,22,
3930,BELL (OVER),Crime,midnightexpress,24,
3931,BILLY VOICE,Crime,midnightexpress,123,
3932,DAVIS,Crime,midnightexpress,31,
3933,JUDGE,Crime,midnightexpress,23,
3935,BELL,Crime,midnightexpress,220,
3937,ZIAT,Crime,midnightexpress,61,
3939,VOICE,Crime,midnightexpress,22,
3940,SUSAN,Crime,midnightexpress,78,
3942,HAMIDOU,Crime,midnightexpress,85,
3943,DRIVER,Crime,midnightexpress,68,
3944,BILLY,Crime,midnightexpress,581,
3945,CUT:,Crime,midnightexpress,77,
3946,BOBBY (cont'd),Crime,saltonseathe,21,
3947,BOBBY,Crime,saltonseathe,33,
3948,KUJO,Crime,saltonseathe,47,
3949,KUJO (cont'd),Crime,saltonseathe,36,
3950,POOH-BEAR (cont'd),Crime,saltonseathe,57,
3953,LIZ,Crime,saltonseathe,59,
3954,BUBBA,Crime,saltonseathe,29,
3955,TRAHN,Crime,saltonseathe,35,
3956,JIMMY,Crime,saltonseathe,181,
3957,POOH-BEAR,Crime,saltonseathe,149,
3958,GARCETTI,Crime,saltonseathe,121,
3959,KID (cont'd),Crime,saltonseathe,79,
3960,TANNER,Crime,saltonseathe,160,
3964,DANNY (cont'd),Crime,saltonseathe,241,
3965,LIBERIAN MAN,Crime,lordofwar,31,
3966,NARC LEADER,Crime,lordofwar,25,
3967,SIMEON,Crime,lordofwar,28,
3968,DMITRI,Crime,lordofwar,53,
3969,BAPTISTE,Crime,lordofwar,45,
3970,PILOT,Crime,lordofwar,26,
3971,AVA (cont'd),Crime,lordofwar,21,
3972,ANDRE BAPTISTE,Crime,lordofwar,43,
3973,AVA,Crime,lordofwar,181,
3974,VITALY,Crime,lordofwar,142,
3975,ANDRE JNR.,Crime,lordofwar,66,
3976,ANATOLY,Crime,lordofwar,63,
3977,VALENTINE (cont'd),Crime,lordofwar,81,
3978,YURI (O.C.),Crime,lordofwar,26,
3979,VALENTINE,Crime,lordofwar,111,
3980,YURI,Crime,lordofwar,1314,
3981,YURI (cont'd),Crime,lordofwar,193,
3982,DUCKS,Crime,analyzethat,25,
3983,DR. CUTLER,Crime,analyzethat,21,
3984,CAESAR,Crime,analyzethat,23,
3985,MASIELLO,Crime,analyzethat,77,
3987,LAURA,Crime,analyzethat,209,
3988,MICHAEL,Crime,analyzethat,46,
3989,MILLER,Crime,analyzethat,33,
3990,CERRONE,Crime,analyzethat,25,
3991,EDDIE,Crime,analyzethat,50,
3992,TONY BELLA,Crime,analyzethat,67,
3993,RAOUL,Crime,analyzethat,108,
3994,CHAPIN,Crime,analyzethat,84,
3995,PATTY,Crime,analyzethat,166,
3996,VITTI,Crime,analyzethat,1100,
3997,BEN,Crime,analyzethat,1174,
3998,JELLY,Crime,analyzethat,152,
3999,WIDOW,Crime,godfatherpartii,27,
4000,MOSCA,Crime,godfatherpartii,21,
4001,FANUCCI,Crime,godfatherpartii,92,
4004,ROSATO,Crime,godfatherpartii,60,
4005,OLA,Crime,godfatherpartii,51,
4006,RADIO,Crime,godfatherpartii,23,
4007,SENATOR GEARY,Crime,godfatherpartii,113,
4008,LEON,Crime,godfatherpartii,54,
4009,ROBERTO,Crime,godfatherpartii,36,
4010,CLEMENZA,Crime,godfatherpartii,155,
4011,GENCO,Crime,godfatherpartii,84,
4012,CICCI,Crime,godfatherpartii,23,
4013,TOMASINO,Crime,godfatherpartii,21,
4015,VITO,Crime,godfatherpartii,227,
4016,SENATOR WEEKLER,Crime,godfatherpartii,25,
4017,SENATOR KANE,Crime,godfatherpartii,101,
4018,ROCCO,Crime,godfatherpartii,38,
4019,SANDRA,Crime,godfatherpartii,47,
4020,NERI,Crime,godfatherpartii,77,
4021,PENTANGELI,Crime,godfatherpartii,289,
4022,FBI MAN #1,Crime,godfatherpartii,27,
4023,FREDO,Crime,godfatherpartii,298,
4024,ROTH,Crime,godfatherpartii,248,
4025,KAY,Crime,godfatherpartii,197,
4026,ANTHONY,Crime,godfatherpartii,32,
4027,CONNIE,Crime,godfatherpartii,133,
4028,TESSIO,Crime,godfatherpartii,36,
4029,MAMA,Crime,godfatherpartii,49,
4031,HAGEN,Crime,godfatherpartii,467,
4033,MICHAEL,Crime,godfatherpartii,1014,
4034,RICE,Crime,ticker,58,
4035,EARRING,Crime,ticker,30,
4036,BEARD,Crime,ticker,31,
4037,POOCH,Crime,ticker,133,
4038,HARRY,Crime,ticker,41,
4039,PLUCHINSKY,Crime,ticker,59,
4041,REILLY (cont.),Crime,ticker,59,
4042,SWAN,Crime,ticker,63,
4043,MARY,Crime,ticker,58,
4044,WINTERS,Crime,ticker,171,
4045,WINTERS (cont.),Crime,ticker,33,
4046,BEV,Crime,ticker,36,
4047,GLASS,Crime,ticker,363,
4048,GLASS (cont.),Crime,ticker,72,
4049,REILLY,Crime,ticker,529,
4050,T.J.,Crime,ticker,134,
4051,WEEMACK,Crime,ladykillersthe,51,
4052,DIRECTOR,Crime,ladykillersthe,51,
4053,YOUTH #1,Crime,ladykillersthe,21,
4054,PREACHER,Crime,ladykillersthe,66,
4055,SHERIFF,Crime,ladykillersthe,31,
4057,GAWAIN,Crime,ladykillersthe,274,
4058,PANCAKE,Crime,ladykillersthe,417,
4059,LUMP,Crime,ladykillersthe,84,
4060,DORR,Crime,ladykillersthe,1096,
4061,SHERIFF WYNER,Crime,ladykillersthe,82,
4065,JACK unwraps the PACKAGE.,Crime,americanthe,26,
4066,FATHER BENEDETTO is sitting in his API three-wheeler.,Crime,americanthe,23,
4069,WAITER,Crime,americanthe,22,
4070,MATHILDE,Crime,americanthe,255,
4071,CLARA.,Crime,americanthe,27,
4072,CLARA,Crime,americanthe,399,
4073,LARRY,Crime,americanthe,233,
4074,JACK,Crime,americanthe,871,
4075,FATHER BENEDETTO,Crime,americanthe,312,
4076,FABIO,Crime,colombiana,89,
4077,MAN,Crime,colombiana,52,
4078,SERGEANT,Crime,colombiana,50,
4079,MARSHAL,Crime,colombiana,38,
4080,WILLIAM,Crime,colombiana,47,
4081,ON CAT,Crime,colombiana,28,
4082,VOICE,Crime,colombiana,26,
4084,PEPE,Crime,colombiana,45,
4085,EMILIO,Crime,colombiana,189,
4086,(BEAT),Crime,colombiana,43,
4087,RICHARD,Crime,colombiana,106,
4090,R,Crime,colombiana,24,
4091,AGENT 1,Crime,colombiana,44,
4093,DANNY,Crime,colombiana,205,
4094,ROSS,Crime,colombiana,236,
4095,BOUNCER,Crime,observeandreport,85,
4098,PSYCHOLOGIST,Crime,observeandreport,49,
4099,MOM,Crime,observeandreport,168,
4100,DENNIS,Crime,observeandreport,149,
4102,STEVIE,Crime,observeandreport,69,
4106,BRANDI,Crime,observeandreport,284,
4107,DETECTIVE HARRISON,Crime,observeandreport,328,
4108,NELL,Crime,observeandreport,178,
4109,RONNIE,Crime,observeandreport,1916,
4110,(CONTINUED),Crime,observeandreport,228,
4113,MAN #1,Crime,weownthenight,28,
4114,PAVEL LUBYARSKY,Crime,weownthenight,35,
4117,ROSARIO DIAZ,Crime,weownthenight,206,
4118,SPIRO GIAVANNIS,Crime,weownthenight,36,
4119,LOUIS FALSETTI,Crime,weownthenight,195,
4120,JACK SHAPIRO,Crime,weownthenight,72,
4122,MARAT BUZHAYEV,Crime,weownthenight,93,
4124,(BEAT),Crime,weownthenight,168,
4125,(CONTINUED),Crime,weownthenight,230,
4126,JOSEPH GRUSINSKY,Crime,weownthenight,264,
4127,BOBBY GREEN,Crime,weownthenight,936,
4128,PATRICIA,Crime,intolerablecruelty,51,
4129,RABBI BOLENSKY,Crime,intolerablecruelty,23,
4130,DOYLE,Crime,intolerablecruelty,103,
4131,JUDGE MUNSON,Crime,intolerablecruelty,28,
4132,WOMAN,Crime,intolerablecruelty,29,
4136,HERB,Crime,intolerablecruelty,29,
4137,REX,Crime,intolerablecruelty,101,
4138,VOICE,Crime,intolerablecruelty,45,
4139,KENNETH,Crime,intolerablecruelty,90,
4140,JOE,Crime,intolerablecruelty,43,
4141,WRIGLEY,Crime,intolerablecruelty,89,
4144,MARYLIN,Crime,intolerablecruelty,767,
4145,MILES,Crime,intolerablecruelty,1070,
4146,DEEKS,Crime,smokinaces,21,
4147,DUPREE,Crime,smokinaces,200,
4148,WYMAN,Crime,smokinaces,56,
4149,SECURITY SUPERVISOR,Crime,smokinaces,56,
4150,ACOSTA,Crime,smokinaces,62,
4151,BEANIE,Crime,smokinaces,54,
4154,MARGIE,Crime,smokinaces,71,
4156,MUSTACHE,Crime,smokinaces,23,
4157,MECKLEN,Crime,smokinaces,35,
4158,HUGO,Crime,smokinaces,58,
4159,ISRAEL,Crime,smokinaces,295,
4160,SIR IVY,Crime,smokinaces,101,
4162,DR. GILL,Crime,smokinaces,50,
4163,WATTERS,Crime,smokinaces,183,
4164,DARWIN TREMOR,Crime,smokinaces,79,
4165,ELMORE,Crime,smokinaces,125,
4166,SERNA,Crime,smokinaces,82,
4167,(MORE),Crime,smokinaces,32,
4168,CARRUTHERS,Crime,smokinaces,134,
4169,LOCKE,Crime,smokinaces,349,
4170,MESSNER,Crime,smokinaces,335,
4172,GORGEGEORGE,Crime,snatch,46,
4173,ALEX,Crime,snatch,21,
4174,PAULINE,Crime,snatch,27,
4175,R EF,Crime,snatch,34,
4176,FRANKY FOUR FINGERS,Crime,snatch,57,
4177,BORIS,Crime,snatch,93,
4178,TONY,Crime,snatch,29,
4180,"CU of dogs' enthusiasm, CU of pikeys and their fingers",Crime,snatch,36,
4181,JOHN,Crime,snatch,30,
4182,MULLET,Crime,snatch,46,
4183,DOUG,Crime,snatch,160,
4184,TYRONE,Crime,snatch,107,
4185,ERROL,Crime,snatch,70,
4186,BAD BOY LINCOLN,Crime,snatch,26,
4187,TOMMY,Crime,snatch,225,
4188,KEN,Crime,snatch,24,
4189,BRICK TOP,Crime,snatch,327,
4190,SOL,Crime,snatch,401,
4191,TURKISH,Crime,snatch,379,
4192,(CONTINUED),Crime,snatch,223,
4193,MICKY,Crime,snatch,167,
4194,HANDS,Crime,snatch,259,
4196,VINNY,Crime,snatch,331,
4197,KID 1,Crime,snatch,28,
4198,THE LIZARD,Crime,onlygodforgives,28,
4199,CHOI YAN LEE,Crime,onlygodforgives,23,
4200,KIM,Crime,onlygodforgives,35,
4201,JENNA,Crime,onlygodforgives,329,
4204,GORDON,Crime,onlygodforgives,124,
4206,JULIAN,Crime,onlygodforgives,441,
4207,(IN THAI),Crime,onlygodforgives,367,
4208,CHANG,Crime,onlygodforgives,202,
4209,PERSONNEL OFFICER,Crime,taxidriver,53,
4210,MAN IN BUSINESS SUIT,Crime,taxidriver,28,
4211,CONCESSION GIRL,Crime,taxidriver,21,
4212,YOUNG PASSENGER,Crime,taxidriver,48,
4213,ANDY,Crime,taxidriver,118,
4214,DOUGH-BOY,Crime,taxidriver,96,
4216,(MORE),Crime,taxidriver,29,
4217,TOM,Crime,taxidriver,128,
4218,PALANTINE,Crime,taxidriver,81,
4219,SECRET SERVICE MAN,Crime,taxidriver,24,
4220,SPORT,Crime,taxidriver,80,
4221,OLD MAN,Crime,taxidriver,21,
4222,IRIS,Crime,taxidriver,212,
4223,IRIS' FATHER,Crime,taxidriver,33,
4224,WIZARD,Crime,taxidriver,192,
4227,TRAVIS,Crime,taxidriver,985,
4228,NEWSCASTER,Crime,badcountry,26,
4229,CHARLIE,Crime,badcountry,30,
4230,GRACE,Crime,badcountry,54,
4231,RAY,Crime,badcountry,36,
4232,CZAPP,Crime,badcountry,31,
4233,MORRIS,Crime,badcountry,60,
4234,LUCIAN,Crime,badcountry,137,
4235,SHEPARD,Crime,badcountry,50,
4236,LYNN,Crime,badcountry,49,
4237,NOKES,Crime,badcountry,40,
4238,BUZZ,Crime,badcountry,34,
4239,FITCH,Crime,badcountry,114,
4240,CATFISH,Crime,badcountry,96,
4241,JESSE,Crime,badcountry,272,
4242,BRADDOCK,Crime,badcountry,134,
4244,MILLS,Crime,badcountry,24,
4245,MARANDINO,Crime,badcountry,94,
4246,COBB,Crime,badcountry,120,
4247,BUD,Crime,badcountry,592,
4248,BRODIE,Crime,faceoff,40,
4250,TITO,Crime,faceoff,72,
4251,HOAG,Crime,faceoff,72,
4252,WALTON,Crime,faceoff,72,
4253,POLLUX,Crime,faceoff,121,
4254,LAZARRO,Crime,faceoff,64,
4255,PRIEST,Crime,faceoff,25,
4256,SASHA,Crime,faceoff,75,
4257,DIETRICH,Crime,faceoff,60,
4258,CASTOR,Crime,faceoff,575,
4259,BUZZ,Crime,faceoff,24,
4260,WANDA,Crime,faceoff,60,
4261,JAMIE,Crime,faceoff,62,
4262,ARCHER,Crime,faceoff,580,
4265,DIEBOLD,Crime,kalifornia,21,
4266,CAROL,Crime,kalifornia,30,
4267,PAROLE OFFICER,Crime,kalifornia,64,
4268,NEWSCASTER,Crime,kalifornia,25,
4269,ATTENDANT,Crime,kalifornia,26,
4270,ADELE,Crime,kalifornia,366,
4271,CARRIE,Crime,kalifornia,392,
4272,EARLY,Crime,kalifornia,698,
4273,BRIAN,Crime,kalifornia,537,
4274,SOPHIE,Crime,crimespree,137,
