char,genre,title,line_count,pkey
CUT BACK TO:,Action,cellular,37,cut_back_to:-cellular
MITCHELL,Crime,boondocksaintsthe,27,mitchell-boondocksaintsthe
MAYFIELD,Drama,arbitrage,48,mayfield-arbitrage
GRINDLE,Thriller,backdraft,71,grindle-backdraft
GREGOR,Thriller,ronin,214,gregor-ronin
BLANE,Thriller,heist,318,blane-heist
MYSTERY MAN,Horror,losthighway,31,mystery_man-losthighway
(JAFAR looks down questioningly) You wanted to be a geni,Fantasy,aladdin,26,(jafar_looks_down_questioningly)_you_wanted_to_be_a_geni-aladdin
PATRICK,War,barrylyndon,52,patrick-barrylyndon
DUKE HAMMOND,Drama,snowwhiteandthehuntsman,23,duke_hammond-snowwhiteandthehuntsman
FANUCCI,Drama,godfatherpartii,92,fanucci-godfatherpartii
STANDARD,Crime,drive,75,standard-drive
OMITTED,Horror,grudgethe,44,omitted-grudgethe
RANDALL,Action,crowsalvationthe,71,randall-crowsalvationthe
NARRATOR,Family,sandlotkidsthe,251,narrator-sandlotkidsthe
PRINCESS SHCHERBATSKY,Drama,annakarenina,21,princess_shcherbatsky-annakarenina
OLD MAN,Adventure,logansrun,116,old_man-logansrun
LANCE,Comedy,battleofshakerheightsthe,99,lance-battleofshakerheightsthe
RED,Crime,pineappleexpress,245,red-pineappleexpress
GINO,Crime,bound,56,gino-bound
CHLOE,Thriller,gothika,156,chloe-gothika
ROBERT STACK,Drama,mumford,36,robert_stack-mumford
THUFIR,Sci-Fi,dune,71,thufir-dune
DR. MARIA,Romance,faultinourstarsthe,30,dr._maria-faultinourstarsthe
DAD,Action,walkingtall,51,dad-walkingtall
ELAINE,Drama,simone,583,elaine-simone
CALLER,Crime,stingthe,97,caller-stingthe
BARMAN,Romance,leavinglasvegas,26,barman-leavinglasvegas
CARLA,Comedy,evencowgirlsgettheblues,21,carla-evencowgirlsgettheblues
MRS. COOK,Comedy,mumford,60,mrs._cook-mumford
ROSANNA,Crime,manonfire,116,rosanna-manonfire
KID,Thriller,xxx,23,kid-xxx
SUPERGIRL,Sci-Fi,supergirl,114,supergirl-supergirl
BELDAM,Family,coraline,30,beldam-coraline
JAKE,Comedy,silverliningsplaybook,90,jake-silverliningsplaybook
DOCTOR #1,Drama,americansplendor,27,doctor_#1-americansplendor
DOCTOR SHANNAN,Thriller,takeshelter,47,doctor_shannan-takeshelter
GEORGE,Drama,zerodarkthirty,31,george-zerodarkthirty
(WHISPERING),Drama,silverliningsplaybook,27,(whispering)-silverliningsplaybook
NORRINGTON,Adventure,piratesofthecaribbean,258,norrington-piratesofthecaribbean
BARRETT,Action,batman2,26,barrett-batman2
ALICIA,Fantasy,fantasticfour,50,alicia-fantasticfour
JOE (cont'd),Romance,mulhollanddrive,22,joe_(cont'd)-mulhollanddrive
KARL,Thriller,diehard,51,karl-diehard
BLAKE,Crime,darkknightrisesthe,417,blake-darkknightrisesthe
GANDHI'S VOICE,Drama,gandhi,34,gandhi's_voice-gandhi
QUINN,Mystery,copycat,267,quinn-copycat
CESAIRE,Mystery,redridinghood,38,cesaire-redridinghood
HAMM,Comedy,toystory,87,hamm-toystory
A MAN,Romance,grandhotel,24,a_man-grandhotel
ANABEL,Action,mysterymen,23,anabel-mysterymen
ABIGAIL,Thriller,bladetrinity,91,abigail-bladetrinity
TEDDY,Crime,arsenicandoldlace,199,teddy-arsenicandoldlace
STILLWELL,Sci-Fi,prometheus,25,stillwell-prometheus
CARLSON,Fantasy,kateleopold,105,carlson-kateleopold
JOHN DENVER,Thriller,finaldestination,29,john_denver-finaldestination
LINUS,Crime,oceanstwelve,206,linus-oceanstwelve
EDITH,Drama,5050,181,edith-5050
WAITRESS,Drama,leavinglasvegas,28,waitress-leavinglasvegas
MARC,War,battleofalgiersthe,22,marc-battleofalgiersthe
CLARENCE,Drama,itsawonderfullife,269,clarence-itsawonderfullife
VERONICA,Comedy,silverliningsplaybook,91,veronica-silverliningsplaybook
DENI,Drama,walkingtall,52,deni-walkingtall
TAKA,Drama,lastsamuraithe,50,taka-lastsamuraithe
MONK,Action,americanshaolinkingofkickboxersii,55,monk-americanshaolinkingofkickboxersii
ANNOUNCER,Comedy,manonthemoon,31,announcer-manonthemoon
MIKKELSON,Action,hostage,27,mikkelson-hostage
UNDERTAKER,Comedy,grandtheftparsons,24,undertaker-grandtheftparsons
-- CHATTERING out -- on police hea,Drama,drywhiteseasona,27,--_chattering_out_--_on_police_hea-drywhiteseasona
MCBRIDE,Thriller,abyssthe,29,mcbride-abyssthe
DICK,Action,batman2,37,dick-batman2
LINDA,Drama,believerthe,35,linda-believerthe
RICHIE DIMASO,Crime,americanhustle,1040,richie_dimaso-americanhustle
ASLAN,Adventure,robinhoodprinceofthieves,321,aslan-robinhoodprinceofthieves
KELLY HOUGE,Action,fromdusktilldawn,93,kelly_houge-fromdusktilldawn
KELLY,Horror,promnight,25,kelly-promnight
WATSON,Drama,privatelifeofsherlockholmesthe,874,watson-privatelifeofsherlockholmesthe
JIM,Crime,hardrain,350,jim-hardrain
EVE,Thriller,faceoff,283,eve-faceoff
BUNUEL,Comedy,henryfool,70,bunuel-henryfool
TREEBEARD,Fantasy,lordoftheringsthetwotowers,30,treebeard-lordoftheringsthetwotowers
MRS. SINGLEMAN,Romance,graduatethe,27,mrs._singleman-graduatethe
EARRING,Thriller,ticker,30,earring-ticker
JOE,Thriller,mulhollanddrive,37,joe-mulhollanddrive
MONICA,Action,mysterymen,160,monica-mysterymen
BETTINA,Drama,castaway,50,bettina-castaway
EGYPTOLOGIST,Action,mummythe,33,egyptologist-mummythe
GIBBS,Thriller,airforceone,106,gibbs-airforceone
DYLAN,Thriller,suspectzero,42,dylan-suspectzero
ELIZABETH,Drama,godfatherpartiiithe,36,elizabeth-godfatherpartiiithe
INGRID,Drama,americanthe,29,ingrid-americanthe
CHICK,Music,purplerain,21,chick-purplerain
CONTROLLER 2,Sci-Fi,airplane2thesequel,42,controller_2-airplane2thesequel
TOMMY,Thriller,carrie,470,tommy-carrie
ASAD,Action,bladeii,48,asad-bladeii
PETERS,Thriller,eventhorizon,246,peters-eventhorizon
MEGA,Adventure,tronlegacy,282,mega-tronlegacy
"CAMERA PANS to show Nina among them, her excitement hardly more",Adventure,stuntmanthe,28,"camera_pans_to_show_nina_among_them,_her_excitement_hardly_more-stuntmanthe"
ABBOTT,Adventure,bourneidentitythe,91,abbott-bourneidentitythe
T.J.,Action,someonetowatchoverme,56,t.j.-someonetowatchoverme
WILL,Thriller,istillknowwhatyoudidlastsummer,269,will-istillknowwhatyoudidlastsummer
CHERYL stops.,Horror,evildead,25,cheryl_stops.-evildead
ANCIENT SORTER,Romance,hudsuckerproxythe,31,ancient_sorter-hudsuckerproxythe
WOMAN'S VOICE,Action,legion,26,woman's_voice-legion
NOAH,Sci-Fi,2012,78,noah-2012
MARIN,Comedy,somethingsgottagive,490,marin-somethingsgottagive
KALLENBACH,Drama,gandhi,52,kallenbach-gandhi
KUNTSLER,Drama,boondocksaints2allsaintsday,68,kuntsler-boondocksaints2allsaintsday
QUEEN,Adventure,heavymetal,60,queen-heavymetal
COOLEY,Comedy,hisgirlfriday,25,cooley-hisgirlfriday
RANDOLPH,Drama,afewgoodmen,156,randolph-afewgoodmen
"TICKETS for the rides and games, past the Cotton-Candy Guy.",Thriller,suspectzero,21,"tickets_for_the_rides_and_games,_past_the_cotton-candy_guy.-suspectzero"
IKE,Action,tombstone,71,ike-tombstone
KARL,Sci-Fi,darkcity,26,karl-darkcity
THENARDIERS,Drama,lesmiserables,29,thenardiers-lesmiserables
ADA (VO - Scs 2 to 7),Drama,pianothe,25,ada_(vo_-_scs_2_to_7)-pianothe
CHAMBERS,Comedy,cradle2thegrave,105,chambers-cradle2thegrave
STANDARD,Horror,alien,967,standard-alien
MIRANDA (VO),Crime,rushhour,35,miranda_(vo)-rushhour
HARRY,Family,itsawonderfullife,84,harry-itsawonderfullife
RAY,Crime,hardrain,68,ray-hardrain
LILLY,Action,perfectcreature,578,lilly-perfectcreature
FRANK,Comedy,youvegotmail,259,frank-youvegotmail
ALFREDO reacts like a wild,Romance,cinemaparadiso,33,alfredo_reacts_like_a_wild-cinemaparadiso
KEOUGH,Thriller,lakeplacid,453,keough-lakeplacid
LILY,Sci-Fi,hottubtimemachine,37,lily-hottubtimemachine
D'ANGELO,Film-Noir,sweetsmellofsuccess,205,d'angelo-sweetsmellofsuccess
JANUSZ,Drama,waybackthe,218,janusz-waybackthe
RAMONA,Mystery,blackdahliathe,47,ramona-blackdahliathe
CAMMERON,Thriller,americanhistoryx,59,cammeron-americanhistoryx
REX,Animation,toystory,146,rex-toystory
NATHAN,Thriller,longkissgoodnightthe,154,nathan-longkissgoodnightthe
COSTA,Horror,takinglives,511,costa-takinglives
MRS. FEUR,Horror,whatliesbeneath,76,mrs._feur-whatliesbeneath
CLERK,Drama,schindlerslist,32,clerk-schindlerslist
REINEMAN,Romance,itsawonderfullife,33,reineman-itsawonderfullife
RUWEE,Adventure,starwarsattackoftheclones,26,ruwee-starwarsattackoftheclones
CROWD,Thriller,bodyguard,21,crowd-bodyguard
SALLAH,Action,indianajonesandthelastcrusade,82,sallah-indianajonesandthelastcrusade
ALICE,Thriller,losthighway,169,alice-losthighway
(CONTINUED),Adventure,newyorkminute,176,(continued)-newyorkminute
BART,Comedy,battleofshakerheightsthe,479,bart-battleofshakerheightsthe
HELLER,Biography,pianistthe,50,heller-pianistthe
ENID,Drama,ghostworld,1517,enid-ghostworld
SALLY,Mystery,blackdahliathe,41,sally-blackdahliathe
DAPPER GENT,Crime,ronin,25,dapper_gent-ronin
CLERK,Drama,birdsthe,103,clerk-birdsthe
BEN,Comedy,almostfamous,142,ben-almostfamous
LANDLADY,Comedy,bountyhunterthe,31,landlady-bountyhunterthe
RIZZO,Sci-Fi,jasonx,417,rizzo-jasonx
CHARLES,Thriller,super8,446,charles-super8
RICHIE'S MOTHER,Drama,americanhustle,25,richie's_mother-americanhustle
PAUL,Family,threemenandababy,64,paul-threemenandababy
HADEN,Thriller,48hrs,103,haden-48hrs
BROOKS,Mystery,thunderheart,31,brooks-thunderheart
CASHIER,Adventure,existenz,23,cashier-existenz
WILL (cont'd),Thriller,istillknowwhatyoudidlastsummer,21,will_(cont'd)-istillknowwhatyoudidlastsummer
ATTORNEY,Horror,copycat,46,attorney-copycat
WAITRESS,Romance,leavinglasvegas,28,waitress-leavinglasvegas
GEORGE,Comedy,runawaybride,31,george-runawaybride
SIDNEY,Drama,awakenings,41,sidney-awakenings
BARTENDER,Crime,suspectzero,28,bartender-suspectzero
ERIC,Action,arcticblue,520,eric-arcticblue
KENDRA,Drama,takeshelter,31,kendra-takeshelter
NICK,Drama,itsawonderfullife,65,nick-itsawonderfullife
PLUMED DWARF,Drama,elephantmanthe,34,plumed_dwarf-elephantmanthe
POLICEMAN,Thriller,brokenembraces,21,policeman-brokenembraces
MATHILDA,Drama,battleofshakerheightsthe,28,mathilda-battleofshakerheightsthe
ISAACS,Mystery,hanna,26,isaacs-hanna
CLERK,Adventure,starman,27,clerk-starman
MICHAEL,Romance,faultinourstarsthe,84,michael-faultinourstarsthe
HAL,Drama,longkissgoodnightthe,40,hal-longkissgoodnightthe
BREE VOICE,Mystery,klute,25,bree_voice-klute
FLEMMING,Comedy,beavisandbuttheaddoamerica,189,flemming-beavisandbuttheaddoamerica
TOM,Drama,doorsthe,100,tom-doorsthe
WILLIAM,War,braveheart,144,william-braveheart
COP,Adventure,dumbanddumber,28,cop-dumbanddumber
NEWSCASTER,Action,badcountry,26,newscaster-badcountry
A Mercury is a good car and that's,Drama,slingblade,31,a_mercury_is_a_good_car_and_that's-slingblade
LAURA,Adventure,2012,82,laura-2012
ERNESTO JUNIOR,Drama,brokenembraces,48,ernesto_junior-brokenembraces
BASIL EXPOSITION,Action,austinpowersthespywhoshaggedme,120,basil_exposition-austinpowersthespywhoshaggedme
MAGGIE,Crime,thunderheart,142,maggie-thunderheart
ANDY,Thriller,jaws2,182,andy-jaws2
LEE (cont'd),Mystery,blackdahliathe,32,lee_(cont'd)-blackdahliathe
HIPPIE ASSHOLE,Comedy,haroldandkumargotowhitecastle,55,hippie_asshole-haroldandkumargotowhitecastle
THE PATIENT (,Romance,englishpatientthe,21,the_patient_(-englishpatientthe
SUSHI CHEF (ENGLISH),Thriller,killbillvolume12,63,sushi_chef_(english)-killbillvolume12
TRAN,Crime,strangedays,112,tran-strangedays
TOM,Thriller,babel,86,tom-babel
YOUNG COP,Crime,maxpayne,27,young_cop-maxpayne
PILAR,Drama,lonestar,375,pilar-lonestar
MCCABE,Drama,kingofcomedythe,21,mccabe-kingofcomedythe
SHEIK,Drama,babel,34,sheik-babel
LIZ,Sci-Fi,hellboy,166,liz-hellboy
BROOKE,Adventure,jaws2,83,brooke-jaws2
PLOG,Drama,seventhsealthe,150,plog-seventhsealthe
EXECUTIVE 1,Comedy,simone,21,executive_1-simone
SISTER ANGELINA,Romance,airplane,24,sister_angelina-airplane
SCOTT,Romance,celestejesseforever,42,scott-celestejesseforever
CLAUDE,Crime,killingzoe,132,claude-killingzoe
TERMINATOR,Romance,terminator,59,terminator-terminator
TRACY (VO),Comedy,election,127,tracy_(vo)-election
MALE VOICE (over),Adventure,ghostandthedarknessthe,27,male_voice_(over)-ghostandthedarknessthe
DR. ROYCE,Romance,laboroflove,29,dr._royce-laboroflove
KODAK,Romance,americanpresidentthe,114,kodak-americanpresidentthe
RUDY,Crime,getawaythe,136,rudy-getawaythe
(CONTINUED),Thriller,getawaythe,146,(continued)-getawaythe
TED,Thriller,sphere,291,ted-sphere
EDWARD,Comedy,prettywomanfinalscript,1046,edward-prettywomanfinalscript
PATRICIA,Drama,confessionsofadangerousmind,118,patricia-confessionsofadangerousmind
FLASH,Sci-Fi,spiderman,108,flash-spiderman
COATES,Thriller,laconfidential,42,coates-laconfidential
ISABELLA (cont'd),Crime,miamivice,25,isabella_(cont'd)-miamivice
LENA,Drama,punchdrunklove,336,lena-punchdrunklove
I-BEEM,Adventure,tronlegacy,82,i-beem-tronlegacy
DENI,Thriller,walkingtall,52,deni-walkingtall
LARRY,Romance,colorofnight,39,larry-colorofnight
TRACY,Horror,whenastrangercalls,126,tracy-whenastrangercalls
TOOTH MAN,Drama,lesmiserables,21,tooth_man-lesmiserables
CANCE,Thriller,lifeofdavidgalethe,241,cance-lifeofdavidgalethe
BETSY,Comedy,beinghuman,232,betsy-beinghuman
DR. SANGER (cont'd),Thriller,islandthe,24,dr._sanger_(cont'd)-islandthe
JULIET (CONT.),Romance,romeojuliet,52,juliet_(cont.)-romeojuliet
(MORE),Drama,americanhustle,22,(more)-americanhustle
DMITRI (CONT.),Animation,anastasia,41,dmitri_(cont.)-anastasia
PADRE,Action,machete,74,padre-machete
MR. REINDEER,Thriller,wildatheart,31,mr._reindeer-wildatheart
KRISTINA,Drama,blow,65,kristina-blow
FOR US...,Horror,dawnofthedead,24,for_us...-dawnofthedead
AMANDA,Comedy,burningannie,37,amanda-burningannie
PRINCESS MYAGKAYA,Drama,annakarenina,31,princess_myagkaya-annakarenina
TRUCKER,Action,xxx,22,trucker-xxx
PORTER,Sci-Fi,aliennation,27,porter-aliennation
(TO BEN),Drama,knockedup,41,(to_ben)-knockedup
LANGE,Horror,hellraiserhellseeker,115,lange-hellraiserhellseeker
ANNOUNCER,Comedy,deathtosmoochy,32,announcer-deathtosmoochy
CAB DRIVER,Thriller,killingzoe,58,cab_driver-killingzoe
VITELLI,Crime,godfather,30,vitelli-godfather
WOMAN,Comedy,fargo,40,woman-fargo
ANDREW,Thriller,blackswan,31,andrew-blackswan
MARLON,Drama,trumanshowthe,226,marlon-trumanshowthe
JACK,Romance,ciderhouserulesthe,32,jack-ciderhouserulesthe
MILTON MEAD,Comedy,hospitalthe,113,milton_mead-hospitalthe
BONTECOU,Fantasy,meetjoeblack,22,bontecou-meetjoeblack
BILLY,Horror,carrie,137,billy-carrie
MATT,Drama,terminator,35,matt-terminator
BANDY,Romance,revolutionaryroad,21,bandy-revolutionaryroad
"ABU into:  a duck, an ostrich, a turtle, and a '57",Musical,aladdin,24,"abu_into:__a_duck,_an_ostrich,_a_turtle,_and_a_'57-aladdin"
BARRETT,Crime,batman2,26,barrett-batman2
DICK,Romance,highfidelity,145,dick-highfidelity
HICCUP,Adventure,howtotrainyourdragon2,652,hiccup-howtotrainyourdragon2
MAE MOBLEY,Drama,helpthe,63,mae_mobley-helpthe
DANIELS,Adventure,mummythe,55,daniels-mummythe
LUDWIG,Drama,kafka,78,ludwig-kafka
BALDEZ,Action,irobot,25,baldez-irobot
MRS. VANDER,Romance,angeleyes,25,mrs._vander-angeleyes
CREATURE,Drama,frankenstein,275,creature-frankenstein
SANTANICO,Comedy,fromdusktilldawn,22,santanico-fromdusktilldawn
HERNANDEZ,Thriller,deepcover,42,hernandez-deepcover
TROXELL,Thriller,bodyofevidence,39,troxell-bodyofevidence
DOYLE,Drama,slingblade,505,doyle-slingblade
MOM,Thriller,boondocksaintsthe,92,mom-boondocksaintsthe
BODKIN,Adventure,tristanandisolde,23,bodkin-tristanandisolde
PIMENOV,Romance,grandhotel,97,pimenov-grandhotel
VEASEY,War,coldmountain,209,veasey-coldmountain
MR. McCLEERY,Comedy,graduatethe,61,mr._mccleery-graduatethe
CAPULET (CONT.),Drama,romeojuliet,32,capulet_(cont.)-romeojuliet
MAS AMEDDA,Sci-Fi,starwarsattackoftheclones,24,mas_amedda-starwarsattackoftheclones
DR. WOODWARD,Sci-Fi,super8,43,dr._woodward-super8
HANS,Thriller,diehard,552,hans-diehard
BEN,Adventure,spiderman,49,ben-spiderman
REAGAN,Thriller,pointbreak,21,reagan-pointbreak
HARRY,Adventure,heavymetal,30,harry-heavymetal
CROCKETT,Crime,kingofcomedythe,54,crockett-kingofcomedythe
DANNY/TOM,Drama,saltonseathe,66,danny/tom-saltonseathe
PALMER,Comedy,burnafterreading,175,palmer-burnafterreading
MALE HOST,Drama,helpthe,24,male_host-helpthe
MR. FISHER,Thriller,verybadthings,61,mr._fisher-verybadthings
VICTOR,Sci-Fi,frankenstein,598,victor-frankenstein
EDMUNDS,Sci-Fi,sphere,65,edmunds-sphere
SS CAPTAIN,Biography,pianistthe,29,ss_captain-pianistthe
SAM,Crime,sdarko,452,sam-sdarko
WAYNE,Crime,darkknightrisesthe,508,wayne-darkknightrisesthe
TODD,Drama,soldier,58,todd-soldier
LORRAINE,Romance,bountyhunterthe,41,lorraine-bountyhunterthe
TODD,Sci-Fi,soldier,58,todd-soldier
(MORE),Family,marleyme,43,(more)-marleyme
GREG,Drama,5050,31,greg-5050
POLO,Adventure,jaws2,35,polo-jaws2
DAISY,Crime,machinegunpreacher,36,daisy-machinegunpreacher
FACTORY WOMEN,Drama,lesmiserables,22,factory_women-lesmiserables
LINDA (cont'd),Thriller,hollowman,86,linda_(cont'd)-hollowman
TRUCKER,Thriller,thelmalouise,29,trucker-thelmalouise
KAREN,Romance,punchdrunklove,28,karen-punchdrunklove
CLERK,Adventure,totalrecall,31,clerk-totalrecall
YEVHEN,Action,italianjobthe,66,yevhen-italianjobthe
SHAUNESSY'S VOICE,Drama,kramervskramer,36,shaunessy's_voice-kramervskramer
MOTHERSHEAD,Drama,elephantmanthe,145,mothershead-elephantmanthe
LOKI,Adventure,avengersthe2012,196,loki-avengersthe2012
ANDRE,Drama,beinghuman,46,andre-beinghuman
CHIEF,Action,boondocksaints2allsaintsday,36,chief-boondocksaints2allsaintsday
HECTOR,Action,lakeplacid,471,hector-lakeplacid
OLD SALIERI,Drama,amadeus,522,old_salieri-amadeus
ARD,Horror,heavymetal,70,ard-heavymetal
STRANGER,Comedy,manwhowasnttherethe,23,stranger-manwhowasnttherethe
WILL,Fantasy,bigfish,445,will-bigfish
SPIRO GIAVANNIS,Thriller,weownthenight,36,spiro_giavannis-weownthenight
COLIN,Drama,myweekwithmarilyn,689,colin-myweekwithmarilyn
CASEY,Horror,scream,168,casey-scream
POLO,Thriller,jaws2,35,polo-jaws2
MARY,Comedy,mrblandingsbuildshisdreamhouse,38,mary-mrblandingsbuildshisdreamhouse
WALTER,Romance,waterforelephants,25,walter-waterforelephants
LISA,Fantasy,seventhsealthe,22,lisa-seventhsealthe
JANE,Thriller,hauntingthe,41,jane-hauntingthe
MAX,Crime,thelmalouise,81,max-thelmalouise
PIERSON,Drama,griftersthe,59,pierson-griftersthe
COX,Comedy,larrycrowne,54,cox-larrycrowne
KNOX (cont.),Crime,batman,55,knox_(cont.)-batman
LISA (cont'd),Drama,obsessed,60,lisa_(cont'd)-obsessed
DEEP THROAT,Thriller,allthepresidentsmen,159,deep_throat-allthepresidentsmen
OLIVIER (AS REGENT),Drama,myweekwithmarilyn,36,olivier_(as_regent)-myweekwithmarilyn
METATRON,Comedy,dogma,69,metatron-dogma
WYMAN,Drama,smokinaces,56,wyman-smokinaces
CHARLIE FROST,Drama,2012,91,charlie_frost-2012
NURSE #1,Comedy,inventionoflyingthe,21,nurse_#1-inventionoflyingthe
NEWSMAN 1,Drama,jfk,39,newsman_1-jfk
PINCUS,Drama,heist,211,pincus-heist
COMPUTER,Horror,alien,63,computer-alien
(CONTTNTTFD ),Drama,waybackthe,24,(conttnttfd_)-waybackthe
BERGER,Crime,klute,22,berger-klute
MR. NEWBERRY,Romance,grossepointblank,27,mr._newberry-grossepointblank
GINA,Drama,miamivice,106,gina-miamivice
STEVE,Western,roughshod,429,steve-roughshod
TRAVERS,Thriller,cliffhanger,362,travers-cliffhanger
JULIE,Comedy,17again,125,julie-17again
DALE,Thriller,pineappleexpress,1015,dale-pineappleexpress
MIKE,Thriller,fairgame,80,mike-fairgame
FLYNN,Sci-Fi,tronlegacy,404,flynn-tronlegacy
BILL,Romance,colorofnight,1042,bill-colorofnight
SATNAM,Drama,2012,26,satnam-2012
MEYERLING,Thriller,arcticblue,114,meyerling-arcticblue
SUSHI CHEF (ENGLISH),Comedy,killbillvolume12,63,sushi_chef_(english)-killbillvolume12
ROLAND (cont'd),Horror,jurassicparkthelostworld,24,roland_(cont'd)-jurassicparkthelostworld
DARGUS,Comedy,jackiebrown,182,dargus-jackiebrown
BARTHOLOMEW'S VOICE,Thriller,charade,22,bartholomew's_voice-charade
KIPLING,Crime,aliennation,23,kipling-aliennation
PRINCIPAL,Romance,almostfamous,43,principal-almostfamous
(CONTINUED),Adventure,robinhoodprinceofthieves,238,(continued)-robinhoodprinceofthieves
RAY,Sci-Fi,waroftheworlds,772,ray-waroftheworlds
DODGE,Adventure,ghostship,455,dodge-ghostship
HELLER,Action,mysterymen,75,heller-mysterymen
GENETIC DOCTOR,Drama,perfectcreature,58,genetic_doctor-perfectcreature
DANNY,Mystery,lonestar,34,danny-lonestar
BILL,Drama,jfk,286,bill-jfk
TINA,Drama,siegethe,55,tina-siegethe
THE 39 STEPS,Drama,hannahandhersisters,36,the_39_steps-hannahandhersisters
GERTA,Romance,juno,28,gerta-juno
REGGIE,Thriller,wildatheart,114,reggie-wildatheart
JEFF,Thriller,rearwindow,1273,jeff-rearwindow
MERRICK,Sci-Fi,shivers,56,merrick-shivers
ALEX,Thriller,maxpayne,27,alex-maxpayne
HOST,Sci-Fi,strangedays,25,host-strangedays
OLIVETTI,Mystery,angelsdemons,123,olivetti-angelsdemons
FEMALE REPORTER,Crime,observeandreport,61,female_reporter-observeandreport
DEREK,Action,vforvendetta,99,derek-vforvendetta
SID,Action,bountyhunterthe,152,sid-bountyhunterthe
PITER,Action,dune,63,piter-dune
BOSS,Action,machete,28,boss-machete
GENERAL MARSHALL,Drama,pearlharbor,32,general_marshall-pearlharbor
TECHNICIAN,Thriller,minorityreport,35,technician-minorityreport
WRIGLEY,Comedy,intolerablecruelty,89,wrigley-intolerablecruelty
BRYANT,Action,bladerunner,93,bryant-bladerunner
FLOYD,Crime,stingthe,42,floyd-stingthe
PHIL,Adventure,whitesquall,174,phil-whitesquall
ELLIS,Crime,cellular,48,ellis-cellular
DOLPHINE,Drama,blackdahliathe,45,dolphine-blackdahliathe
LISA,Thriller,rearwindow,660,lisa-rearwindow
ISABEL,Thriller,oceanstwelve,515,isabel-oceanstwelve
MCCONNELL,Sci-Fi,missiontomars,589,mcconnell-missiontomars
VOICES,Crime,frenchconnectionthe,23,voices-frenchconnectionthe
CAROLYN,Crime,lonestar,59,carolyn-lonestar
TRENTINO,Musical,ducksoup,239,trentino-ducksoup
WILL SCARLET,Drama,robinhoodprinceofthieves,153,will_scarlet-robinhoodprinceofthieves
SHERIFF RYAN,Horror,gothika,264,sheriff_ryan-gothika
MAGUIRE,Drama,cryinggame,126,maguire-cryinggame
GREENLY,Drama,boondocksaintsthe,94,greenly-boondocksaintsthe
MARILYN,Drama,cellular,27,marilyn-cellular
ANNA,Crime,americanthe,21,anna-americanthe
BILLY,Western,tombstone,21,billy-tombstone
THERAPIST,Drama,iamsam,24,therapist-iamsam
PERCEPTOR,Family,transformersthemovie,57,perceptor-transformersthemovie
DEREK,Drama,americanhistoryx,228,derek-americanhistoryx
MR. BLUDWORTH,Thriller,finaldestination,84,mr._bludworth-finaldestination
WEINE,Thriller,finaldestination,66,weine-finaldestination
YURI,Thriller,2012,94,yuri-2012
DYED HAIR GIRL,Thriller,unbreakable,37,dyed_hair_girl-unbreakable
STU,Mystery,scream,218,stu-scream
JUANA,Crime,wildatheart,57,juana-wildatheart
ANDRE,Comedy,beinghuman,46,andre-beinghuman
PROVOST,Fantasy,batman2,66,provost-batman2
LEONARD (cont'd),Drama,memento,305,leonard_(cont'd)-memento
VERONICA,Fantasy,trumanshowthe,29,veronica-trumanshowthe
RESIDENT #1,Thriller,islandthe,33,resident_#1-islandthe
AMANDA,Comedy,detroitrockcity,53,amanda-detroitrockcity
DENISE'S VOICE,Romance,stuntmanthe,37,denise's_voice-stuntmanthe
DOC FELIX,Action,machete,47,doc_felix-machete
SADIE,Romance,knockedup,60,sadie-knockedup
ANNA,Drama,kafka,24,anna-kafka
DAVID HOBBSCAP,Adventure,cars2,47,david_hobbscap-cars2
URI,Drama,candletowater,206,uri-candletowater
MASTER MIND,Comedy,megamind,840,master_mind-megamind
SHADOW,Drama,backdraft,473,shadow-backdraft
AMERICAN ANNOUNCER,Sci-Fi,daytheearthstoodstillthe,35,american_announcer-daytheearthstoodstillthe
JANET,Fantasy,beinghuman,46,janet-beinghuman
ROBERTA,Drama,ghostworld,217,roberta-ghostworld
(CONTINUED),Drama,beinghuman,634,(continued)-beinghuman
KATHRYN,Drama,getlow,22,kathryn-getlow
WILLY,Crime,sisteract,58,willy-sisteract
(CONTINUED),Action,mariachiel,82,(continued)-mariachiel
COLETTE,Comedy,authorsanonymous,561,colette-authorsanonymous
VOICE,Action,minorityreport,35,voice-minorityreport
TRUDY,Thriller,miamivice,62,trudy-miamivice
DISSOLVE TO:,Comedy,graduatethe,60,dissolve_to:-graduatethe
NURSE PILBOW,Drama,oneflewoverthecuckoosnest,26,nurse_pilbow-oneflewoverthecuckoosnest
TV ANCHOR,Drama,laboroflove,32,tv_anchor-laboroflove
GREENHUT,Comedy,wonderboys,45,greenhut-wonderboys
BARRIS,Drama,confessionsofadangerousmind,1282,barris-confessionsofadangerousmind
SEAN,Thriller,departedthe,67,sean-departedthe
DANNY,Romance,silverliningsplaybook,181,danny-silverliningsplaybook
DOREEN,Action,hardrain,90,doreen-hardrain
FAT LOU,Action,jasonx,29,fat_lou-jasonx
AUSTIN,Drama,chronicle,22,austin-chronicle
VON ZYL,Drama,powerofonethe,112,von_zyl-powerofonethe
PINK DOT GIRL,Drama,magnolia,29,pink_dot_girl-magnolia
MERRILL,Sci-Fi,signs,387,merrill-signs
WOMAN,Romance,fabulousbakerboysthe,68,woman-fabulousbakerboysthe
SECOND A.D.,Drama,stuntmanthe,22,second_a.d.-stuntmanthe
