char,genre,title,line_count,pkey
MR. MCQUIRE,Drama,graduatethe,24,mr._mcquire-graduatethe
BUDDY,Drama,wildatheart,42,buddy-wildatheart
NANCY GARBOR,Romance,bodyguard,25,nancy_garbor-bodyguard
LOLA'S VOICE,Comedy,fatalinstinct,21,lola's_voice-fatalinstinct
FRANCISCO,Drama,beinghuman,147,francisco-beinghuman
SPECTOR,Drama,bodyguard,370,spector-bodyguard
THE PRESIDENT,Drama,thirteendays,612,the_president-thirteendays
SPLEEN,Comedy,mysterymen,69,spleen-mysterymen
DIGITAL VOICE,Horror,mutewitness,43,digital_voice-mutewitness
NORRINGTON,Action,piratesofthecaribbean,258,norrington-piratesofthecaribbean
EIRIE KID,Crime,stingthe,69,eirie_kid-stingthe
POLICEMAN,Drama,babel,21,policeman-babel
DAWNIE,Thriller,scream2,23,dawnie-scream2
BROOKE,Drama,candletowater,116,brooke-candletowater
JFK,Crime,jfk,21,jfk-jfk
A U,Crime,darkknightrisesthe,47,a_u-darkknightrisesthe
LEOPOLD,Drama,amadeus,167,leopold-amadeus
MACKELWAY,Thriller,suspectzero,804,mackelway-suspectzero
S.S. MAN,Drama,daytheclowncriedthe,21,s.s._man-daytheclowncriedthe
FRIEND #3,Family,megamind,21,friend_#3-megamind
CENSOR,Sci-Fi,islandthe,43,censor-islandthe
LEE,Drama,hannahandhersisters,868,lee-hannahandhersisters
PICARD,Drama,startreknemesis,940,picard-startreknemesis
FATHER RIPPER,Comedy,heathers,32,father_ripper-heathers
WIFE,Mystery,avventuraltheadventure,30,wife-avventuraltheadventure
GLORIA,War,hotelrwanda,77,gloria-hotelrwanda
MA BAILEY,Family,itsawonderfullife,22,ma_bailey-itsawonderfullife
CN EUSTACE,Fantasy,itsawonderfullife,37,cn_eustace-itsawonderfullife
HOLMSTEAD,Romance,battleofshakerheightsthe,35,holmstead-battleofshakerheightsthe
AUSTIN,Action,heavymetal,25,austin-heavymetal
JIM,Comedy,newyorkminute,24,jim-newyorkminute
ALEX'S VOICE,Horror,crowsalvationthe,39,alex's_voice-crowsalvationthe
FRY,Thriller,pitchblack,642,fry-pitchblack
CN BEN,Comedy,moonrisekingdom,78,cn_ben-moonrisekingdom
CLARK,Romance,fromheretoeternity,24,clark-fromheretoeternity
BANKY,Comedy,jayandsilentbobstrikeback,81,banky-jayandsilentbobstrikeback
GIDEON GRAVES,Comedy,scottpilgrimvstheworld,22,gideon_graves-scottpilgrimvstheworld
BENEDICT,War,hotelrwanda,25,benedict-hotelrwanda
JEN,Crime,darkknightrisesthe,22,jen-darkknightrisesthe
PROFESSOR,Action,fifthelementthe,92,professor-fifthelementthe
MORTATI,Mystery,angelsdemons,137,mortati-angelsdemons
EPPS,Action,ghostship,448,epps-ghostship
CATHERINE,Thriller,silenceofthelambs,76,catherine-silenceofthelambs
JOHNNY,Drama,minorityreport,32,johnny-minorityreport
O'CONNELL,Action,mummythe,540,o'connell-mummythe
MAX,Sci-Fi,pi,837,max-pi
KREMPE,Drama,frankenstein,62,krempe-frankenstein
DAN,Mystery,mulhollanddrive,32,dan-mulhollanddrive
ROBBIE,Drama,doorsthe,119,robbie-doorsthe
VADER,Adventure,starwarstheempirestrikesback,187,vader-starwarstheempirestrikesback
NURSE,Drama,amour,46,nurse-amour
COLONEL,Thriller,daytheearthstoodstillthe,60,colonel-daytheearthstoodstillthe
COLONEL ANDERSON,War,savingprivateryan,59,colonel_anderson-savingprivateryan
EDGAR,Action,meninblack,111,edgar-meninblack
RADIO NEWS,Crime,copycat,21,radio_news-copycat
SAM PERKINS,Drama,warhorse,43,sam_perkins-warhorse
MITCH,Drama,5050,37,mitch-5050
SUSIE,Crime,jfk,377,susie-jfk
ELEANOR GRANT,Thriller,nickoftime,165,eleanor_grant-nickoftime
PDAD,Comedy,kungfupanda,132,pdad-kungfupanda
Char,Genre,Title,line_count,char-title
STOLTZFUS,Drama,witness,29,stoltzfus-witness
DANNY,Thriller,americanhistoryx,151,danny-americanhistoryx
SERENA (cont'd),Sci-Fi,terminatorsalvation,41,serena_(cont'd)-terminatorsalvation
IFTY,Drama,iamsam,117,ifty-iamsam
SIMONE / VIKTOR,Comedy,simone,113,simone_/_viktor-simone
ROHNA,Romance,grandhotel,26,rohna-grandhotel
REBECCA,Romance,bodyofevidence,454,rebecca-bodyofevidence
FELIX,Horror,frankenstein,26,felix-frankenstein
TV PRESENTER,Sci-Fi,perfectcreature,48,tv_presenter-perfectcreature
(CONTINUED),Adventure,lordoftheringsfellowshipoftheringthe,188,(continued)-lordoftheringsfellowshipoftheringthe
HOLLEY,Action,cars2,301,holley-cars2
SONNY,Crime,godfather,322,sonny-godfather
COATES,Mystery,laconfidential,42,coates-laconfidential
CROMWELL,Drama,wallstreet,53,cromwell-wallstreet
BRYAN,Comedy,lifeasahouse,93,bryan-lifeasahouse
FOREMAN,Drama,lesmiserables,37,foreman-lesmiserables
AMBASSADOR HAN,Comedy,rushhour,66,ambassador_han-rushhour
PATTEN,Crime,kingofcomedythe,136,patten-kingofcomedythe
OFFICER PASKI,Horror,signs,239,officer_paski-signs
LT. PAUL,Horror,prophecythe,26,lt._paul-prophecythe
MCMASTERS,Action,tombstone,99,mcmasters-tombstone
GUS,Mystery,basicinstinct,349,gus-basicinstinct
DUKE,Adventure,frozendisney,111,duke-frozendisney
TIFFANY,Drama,silverliningsplaybook,764,tiffany-silverliningsplaybook
FEATHER,Drama,limeythe,48,feather-limeythe
VALERIE,Action,fairgame,783,valerie-fairgame
GEORGIA,Romance,beginners,60,georgia-beginners
KATHRYN,Mystery,getlow,22,kathryn-getlow
GIN,Action,entrapment,956,gin-entrapment
GRUELLER,Action,buffythevampireslayer,51,grueller-buffythevampireslayer
COHAAGEN,Adventure,totalrecall,101,cohaagen-totalrecall
HEDRA (voice over),Thriller,singlewhitefemale,31,hedra_(voice_over)-singlewhitefemale
JAFAR's back is to ALADDIN.),Musical,aladdin,27,jafar's_back_is_to_aladdin.)-aladdin
MARK,Fantasy,fieldofdreams,46,mark-fieldofdreams
NANCY,Drama,saltonseathe,38,nancy-saltonseathe
MCCURDY,Thriller,bodyofevidence,78,mccurdy-bodyofevidence
ROSANNA,Thriller,manonfire,116,rosanna-manonfire
ELLIS,Mystery,cellular,48,ellis-cellular
CARTER,Thriller,hollowman,124,carter-hollowman
RYAN (VO),Action,cellular,59,ryan_(vo)-cellular
KATHERINE,Action,islandthe,140,katherine-islandthe
FELIX,Comedy,charade,69,felix-charade
LAWRENCE,Sci-Fi,trumanshowthe,44,lawrence-trumanshowthe
BEAMEN,Comedy,bigfish,39,beamen-bigfish
CLARA,Mystery,tallinthesaddle,155,clara-tallinthesaddle
STRYVER,Thriller,darkknightrisesthe,46,stryver-darkknightrisesthe
OLEG,Crime,15minutes,165,oleg-15minutes
LANCE,Drama,battleofshakerheightsthe,99,lance-battleofshakerheightsthe
TEACHER,Drama,cinemaparadiso,21,teacher-cinemaparadiso
MERCUTIO (CONT.),Drama,romeojuliet,79,mercutio_(cont.)-romeojuliet
COMIC,Romance,anniehall,52,comic-anniehall
FRANK,Drama,bluevelvet,220,frank-bluevelvet
VOICE OVER (cont'd),Drama,blackdahliathe,156,voice_over_(cont'd)-blackdahliathe
EXECUTIVE,Romance,hudsuckerproxythe,59,executive-hudsuckerproxythe
JOHN,Comedy,dropdeadgorgeous,47,john-dropdeadgorgeous
KYNES,Sci-Fi,dune,145,kynes-dune
ESTEVEZ,Thriller,legion,22,estevez-legion
SYKES,Thriller,kingdomthe,54,sykes-kingdomthe
DOYLE,Crime,intolerablecruelty,103,doyle-intolerablecruelty
BULLOCK,Fantasy,batman2,25,bullock-batman2
COSTELLO,Crime,departedthe,589,costello-departedthe
TEAGUE,Drama,coldmountain,231,teague-coldmountain
GARY,Drama,sideways,33,gary-sideways
BOY,Action,terminatorsalvation,21,boy-terminatorsalvation
NORA,Thriller,finaldestination2,59,nora-finaldestination2
SWAN,Crime,ticker,63,swan-ticker
MR. HOWARD,Comedy,dropdeadgorgeous,28,mr._howard-dropdeadgorgeous
RHINEHEART,Thriller,matrixthe,22,rhineheart-matrixthe
MR. HIMBRY,Thriller,scream,40,mr._himbry-scream
RADIO,Comedy,repoman,25,radio-repoman
BILL,Action,killbillvolume12,575,bill-killbillvolume12
WOODY (VOICE BOX),Comedy,toystory,43,woody_(voice_box)-toystory
VERNON,Mystery,limitless,61,vernon-limitless
MICHELLE,Drama,manintheironmask,54,michelle-manintheironmask
MARAT BUZHAYEV,Drama,weownthenight,93,marat_buzhayev-weownthenight
MONKEYBONE,Animation,monkeybone,174,monkeybone-monkeybone
YUKI (JAPANESE),Comedy,killbillvolume12,49,yuki_(japanese)-killbillvolume12
MRS. MURPHY,Action,hackers,71,mrs._murphy-hackers
PROSECUTOR,Comedy,custody,74,prosecutor-custody
EDWARD,Thriller,case39,94,edward-case39
MAGISTRATE,Action,braveheart,67,magistrate-braveheart
MATT,Horror,hollowman,452,matt-hollowman
UNCLE,Drama,barrylyndon,41,uncle-barrylyndon
RIPLEY,Sci-Fi,alien3,757,ripley-alien3
JUNIOR,War,coldmountain,69,junior-coldmountain
TRIP,Comedy,detroitrockcity,280,trip-detroitrockcity
ML,Drama,dotherightthing,86,ml-dotherightthing
BELLYGUNNER,Sci-Fi,heavymetal,32,bellygunner-heavymetal
BUD,Mystery,laconfidential,518,bud-laconfidential
JEWELER,Thriller,daytheearthstoodstillthe,22,jeweler-daytheearthstoodstillthe
ANNA,Fantasy,christcomplex,184,anna-christcomplex
SECRETARY OF STATE,Crime,rushhour,44,secretary_of_state-rushhour
SOPHIE,Musical,anastasia,56,sophie-anastasia
ULTRA MAGNUS,Animation,transformersthemovie,119,ultra_magnus-transformersthemovie
JUDGE,Romance,17again,37,judge-17again
TOMLIN,Mystery,cellular,83,tomlin-cellular
JANEWAY (ON VIEWSCREEN),Thriller,startreknemesis,31,janeway_(on_viewscreen)-startreknemesis
JASON,Thriller,bloodandwine,219,jason-bloodandwine
BEN,Romance,leavinglasvegas,864,ben-leavinglasvegas
BIGGY,Drama,44inchchest,32,biggy-44inchchest
CHARLIE,Drama,fabulousbakerboysthe,34,charlie-fabulousbakerboysthe
DANNY,Crime,saltonseathe,987,danny-saltonseathe
OFFICER HINES,Crime,sdarko,28,officer_hines-sdarko
SYDNEY PRR,Drama,americanhustle,350,sydney_prr-americanhustle
STORE CLERK,Comedy,threemenandababy,42,store_clerk-threemenandababy
COL. AXELROD,Drama,airforceone,26,col._axelrod-airforceone
DELONGPRE,Action,jasonx,286,delongpre-jasonx
LAUREN,Drama,crowsalvationthe,25,lauren-crowsalvationthe
CHANCELLOR WILSON,Action,programthe,32,chancellor_wilson-programthe
EYES,Crime,darkman,23,eyes-darkman
HAN,Sci-Fi,starwarsanewhope,500,han-starwarsanewhope
LECTURER,Drama,spartan,21,lecturer-spartan
CHRISTINE,Musical,detroitrockcity,112,christine-detroitrockcity
MRS. MACGRUDER,Drama,birdsthe,81,mrs._macgruder-birdsthe
DONNIE,Action,machinegunpreacher,176,donnie-machinegunpreacher
DROP SHADOW,Thriller,wildatheart,46,drop_shadow-wildatheart
DR. GYNDE,Crime,bluevelvet,23,dr._gynde-bluevelvet
ADAM,Thriller,verybadthings,390,adam-verybadthings
TWALD,Thriller,jfk,32,twald-jfk
CHARLIE,Action,legion,285,charlie-legion
DR. BETTES,Drama,asgoodasitgets,62,dr._bettes-asgoodasitgets
RIGHT ARM,Romance,fifthelementthe,55,right_arm-fifthelementthe
OWNER,Fantasy,itsawonderfullife,26,owner-itsawonderfullife
KATSUMOTO,Drama,lastsamuraithe,350,katsumoto-lastsamuraithe
INGRID,Crime,americanthe,29,ingrid-americanthe
EVE,Action,faceoff,283,eve-faceoff
OFFICER,Sci-Fi,independenceday,23,officer-independenceday
TIM,Thriller,finaldestination2,33,tim-finaldestination2
CANTER,Sci-Fi,surrogates,24,canter-surrogates
CHRISTY,Adventure,haroldandkumargotowhitecastle,21,christy-haroldandkumargotowhitecastle
BARNEY,Thriller,hannibal,105,barney-hannibal
THE THING,Action,fantasticfour,24,the_thing-fantasticfour
JOE,Drama,midnightcowboy,657,joe-midnightcowboy
HERSHEY,Sci-Fi,judgedredd,113,hershey-judgedredd
NARRATOR: ...The search began shortly after,Crime,whiteribbonthe,22,narrator:_...the_search_began_shortly_after-whiteribbonthe
PRINCESS,Mystery,avventuraltheadventure,37,princess-avventuraltheadventure
WOMAN,Comedy,highfidelity,53,woman-highfidelity
BAZYLEV,Drama,airforceone,38,bazylev-airforceone
FRED,Crime,blow,107,fred-blow
SAM,Crime,afewgoodmen,293,sam-afewgoodmen
DICK,Comedy,almostfamous,261,dick-almostfamous
DEALER,Thriller,ticker,30,dealer-ticker
SLOSS,Romance,chasingamy,60,sloss-chasingamy
SUE,Thriller,carrie,179,sue-carrie
STARSCREAM,Family,transformersthemovie,64,starscream-transformersthemovie
HUNTER,Sci-Fi,predator,39,hunter-predator
WEINSTOCK,Thriller,frenchconnectionthe,36,weinstock-frenchconnectionthe
LANDO,Action,starwarstheempirestrikesback,202,lando-starwarstheempirestrikesback
GINGER'S VOICE,Drama,terminator,27,ginger's_voice-terminator
OFFICIAL,Drama,jfk,23,official-jfk
MACREEDY,Drama,baddayatblackrock,869,macreedy-baddayatblackrock
CHOI YAN LEE,Drama,onlygodforgives,23,choi_yan_lee-onlygodforgives
COSETTE,Musical,lesmiserables,181,cosette-lesmiserables
MIKE,Drama,babel,117,mike-babel
CALIBANOS,Drama,blow,25,calibanos-blow
BRENT MUSTANGBURGER,Animation,cars2,120,brent_mustangburger-cars2
HATTIE,Drama,tosleepwithanger,116,hattie-tosleepwithanger
MAPP,Horror,hannibal,95,mapp-hannibal
FATHER,Comedy,stuntmanthe,26,father-stuntmanthe
JANET,Comedy,beinghuman,46,janet-beinghuman
REBA,Drama,manhunter,127,reba-manhunter
NICK,Thriller,jurassicparkthelostworld,167,nick-jurassicparkthelostworld
THE BRIDE (JAPANESE),Crime,killbillvolume12,99,the_bride_(japanese)-killbillvolume12
IMHOTEP,Horror,mummythe,102,imhotep-mummythe
MITCHELL,Action,independenceday,36,mitchell-independenceday
PRESCOTT,Crime,takingofpelhamonetwothreethe,164,prescott-takingofpelhamonetwothreethe
PENGUIN (cont.),Thriller,batman2,40,penguin_(cont.)-batman2
SS CAPTAIN,Drama,pianistthe,29,ss_captain-pianistthe
DAPHNE,Action,15minutes,121,daphne-15minutes
MCKEE,Drama,adaptation,120,mckee-adaptation
MRS. O'REILLY,Romance,barrylyndon,49,mrs._o'reilly-barrylyndon
BILLY,Thriller,departedthe,763,billy-departedthe
BRUTAL,Drama,greenmilethe,304,brutal-greenmilethe
CALVINO,Crime,donniebrasco,53,calvino-donniebrasco
ALISON,Comedy,500daysofsummer,38,alison-500daysofsummer
BOSLEY,Comedy,charliesangels,124,bosley-charliesangels
MILLER,Thriller,spartan,261,miller-spartan
FERGUS,Romance,cryinggame,883,fergus-cryinggame
JESSICA,Mystery,cellular,423,jessica-cellular
HARMSWAY (cont'd),Thriller,tomorrowneverdies,28,harmsway_(cont'd)-tomorrowneverdies
DR SCOTT,Sci-Fi,rockyhorrorpictureshowthe,25,dr_scott-rockyhorrorpictureshowthe
LECTURER,Drama,rebelwithoutacause,75,lecturer-rebelwithoutacause
TROY,Action,independenceday,30,troy-independenceday
GLINDA,Family,wizardofozthe,125,glinda-wizardofozthe
ELIZABETH (OC),Comedy,punchdrunklove,22,elizabeth_(oc)-punchdrunklove
QUINCE,Romance,meetjoeblack,268,quince-meetjoeblack
KELLY,Action,jurassicparkthelostworld,80,kelly-jurassicparkthelostworld
JESSICA,Thriller,zerodarkthirty,53,jessica-zerodarkthirty
YURI (O.C.),Crime,lordofwar,26,yuri_(o.c.)-lordofwar
NOURISH,Sci-Fi,existenz,35,nourish-existenz
HUMPERDINCK,Family,princessbridethe,244,humperdinck-princessbridethe
ROSE,Crime,minorityreport,140,rose-minorityreport
J.D.,Comedy,haroldandkumargotowhitecastle,69,j.d.-haroldandkumargotowhitecastle
TIM,Thriller,baddayatblackrock,173,tim-baddayatblackrock
ROACH,Comedy,nextfriday,188,roach-nextfriday
DAVID,Thriller,unbreakable,590,david-unbreakable
ALICIA,Fantasy,batman,21,alicia-batman
ANNE,Action,manintheironmask,85,anne-manintheironmask
VINCENT,Crime,ronin,538,vincent-ronin
KUNOV,Drama,airforceone,324,kunov-airforceone
CAT,Drama,colombiana,425,cat-colombiana
SCUD,Action,bladeii,175,scud-bladeii
GEORGE,Drama,erinbrockovich,304,george-erinbrockovich
CHIP,Horror,jennifersbody,358,chip-jennifersbody
MRS. HIGHSMITH,Comedy,hebrewhammerthe,30,mrs._highsmith-hebrewhammerthe
KYLE,Adventure,terminatorsalvation,113,kyle-terminatorsalvation
FRANK THE PUG,Action,meninblack,33,frank_the_pug-meninblack
BUCKY,Mystery,blackdahliathe,902,bucky-blackdahliathe
MARY,Comedy,groundhogday,21,mary-groundhogday
RHODES,Thriller,bloodsimple,28,rhodes-bloodsimple
RAPHAEL,Comedy,crimespree,67,raphael-crimespree
MIKE,Romance,rocky,38,mike-rocky
SWAN,Thriller,ticker,63,swan-ticker
CAPTAIN,Drama,battleofalgiersthe,58,captain-battleofalgiersthe
PROFESSOR CARTER,Fantasy,butterflyeffectthe,31,professor_carter-butterflyeffectthe
SUE,Sci-Fi,fantasticfour,417,sue-fantasticfour
THOMAS,Drama,marty,198,thomas-marty
FLOWER SALESMAN,Crime,observeandreport,28,flower_salesman-observeandreport
SALESGIRL,Drama,confidence,30,salesgirl-confidence
WOMAN,Thriller,copycat,22,woman-copycat
MATER'S VOICE (ON TV),Animation,cars2,22,mater's_voice_(on_tv)-cars2
CARL,Crime,thunderheart,25,carl-thunderheart
ANDERSON'S VOICE,Sci-Fi,minorityreport,32,anderson's_voice-minorityreport
GRANDPIERRE,Thriller,charade,175,grandpierre-charade
WAYNE SCOTT,Animation,megamind,89,wayne_scott-megamind
SCALI,Drama,thirteendays,33,scali-thirteendays
BRENDAN GRANT,Crime,nickoftime,135,brendan_grant-nickoftime
LARRY,Action,bladetrinity,30,larry-bladetrinity
BLIND MAN,Drama,coldmountain,24,blind_man-coldmountain
TUDOR,Sci-Fi,shivers,114,tudor-shivers
ESSEX,Drama,anonymous,174,essex-anonymous
NARRATION,Action,tombstone,174,narration-tombstone
BURT GRUSINSKY,Crime,weownthenight,262,burt_grusinsky-weownthenight
RAVEL,Fantasy,seventhsealthe,23,ravel-seventhsealthe
BRUCE,Action,batman2,372,bruce-batman2
SPEEDY,Family,newyorkminute,30,speedy-newyorkminute
VERN,Thriller,limitless,56,vern-limitless
FRANK,Crime,klute,73,frank-klute
RACHEL (cont'd),Thriller,insomnia,30,rachel_(cont'd)-insomnia
CHRISTMAS,Thriller,worldisnotenoughthe,152,christmas-worldisnotenoughthe
CHINA DOLL,Musical,honeydripper,206,china_doll-honeydripper
GUTHERIE,Action,fugitivethe,45,gutherie-fugitivethe
MARIANNE,Romance,easya,152,marianne-easya
NADYA,Drama,spartan,35,nadya-spartan
HOLDT,Thriller,halloweenthecurseofmichaelmyers,27,holdt-halloweenthecurseofmichaelmyers
COLIN sits with the phone to his ear. The sound of Marilyn,Drama,myweekwithmarilyn,26,colin_sits_with_the_phone_to_his_ear._the_sound_of_marilyn-myweekwithmarilyn
CGUARD DISPATCHER ( RADIO),Horror,ghostship,57,cguard_dispatcher_(_radio)-ghostship
NYSSA,Horror,bladeii,257,nyssa-bladeii
FARAMIR,Fantasy,lordoftheringsreturnoftheking,31,faramir-lordoftheringsreturnoftheking
JN,Thriller,anonymous,455,jn-anonymous
DEE,Action,meninblack,21,dee-meninblack
MR. BISHOP,Drama,moonrisekingdom,93,mr._bishop-moonrisekingdom
RIPLEY,Drama,alien3,757,ripley-alien3
JACKSON,Drama,doubleindemnity,86,jackson-doubleindemnity
CONRAD,Thriller,vforvendetta,66,conrad-vforvendetta
SLICK,Musical,honeydripper,90,slick-honeydripper
KIRSTEN,Action,totalrecall,131,kirsten-totalrecall
OPERATOR GIRL (OC),Romance,punchdrunklove,49,operator_girl_(oc)-punchdrunklove
ALMA,Drama,affliction,52,alma-affliction
KIERSEY,Crime,badcountry,100,kiersey-badcountry
COP,Comedy,stuntmanthe,22,cop-stuntmanthe
CARRIE,Romance,eternalsunshineofthespotlessmind,44,carrie-eternalsunshineofthespotlessmind
SARAH (cont'd),Action,jurassicparkthelostworld,23,sarah_(cont'd)-jurassicparkthelostworld
WALLY,Romance,ciderhouserulesthe,212,wally-ciderhouserulesthe
HOLOGRAM,Action,irobot,49,hologram-irobot
JOSEPHINE,Drama,tombstone,171,josephine-tombstone
CANCE,Action,independenceday,174,cance-independenceday
DEALER,Crime,ticker,30,dealer-ticker
GERMAN SOLDIER,War,warhorse,25,german_soldier-warhorse
BRENDA,Horror,slither,75,brenda-slither
CHARLIE T,Thriller,taxidriver,27,charlie_t-taxidriver
CONGRESSMAN,Thriller,darkknightrisesthe,29,congressman-darkknightrisesthe
WOMAN IN WHEELCHAIR,Mystery,privatelifeofsherlockholmesthe,31,woman_in_wheelchair-privatelifeofsherlockholmesthe
SEUNG KIM,Comedy,yesman,38,seung_kim-yesman
SNYDER,Drama,stingthe,103,snyder-stingthe
DENNIS,Thriller,hostage,390,dennis-hostage
NED,Musical,honeydripper,58,ned-honeydripper
BENEDICT,Thriller,hotelrwanda,25,benedict-hotelrwanda
(CONTINUED),Comedy,beinghuman,634,(continued)-beinghuman
NIKKI,Thriller,fracture,252,nikki-fracture
PATROLMAN,Crime,thelmalouise,25,patrolman-thelmalouise
BROWN,Thriller,departedthe,68,brown-departedthe
TREEHORN,Thriller,biglebowskithe,45,treehorn-biglebowskithe
MANNING,Action,hellboy,123,manning-hellboy
MRS. GRIFFIN,Romance,easya,107,mrs._griffin-easya
ANAKIN,Fantasy,starwarsattackoftheclones,643,anakin-starwarsattackoftheclones
MITCH,Drama,littleathens,71,mitch-littleathens
BARTHOLOMEW'S VOICE,Comedy,charade,22,bartholomew's_voice-charade
OFF,Thriller,brokenembraces,32,off-brokenembraces
PHYSICIAN(o.s.),Fantasy,unbreakable,31,physician(o.s.)-unbreakable
DOORMAN,Comedy,cradle2thegrave,28,doorman-cradle2thegrave
MICHAEL,Romance,autumninnewyork,32,michael-autumninnewyork
JAKE,Drama,stuntmanthe,145,jake-stuntmanthe
WHITACRE,Comedy,informantthe,397,whitacre-informantthe
THE HWIFE,Crime,killbillvolume12,27,the_hwife-killbillvolume12
MRS. O'REILLY,Drama,barrylyndon,49,mrs._o'reilly-barrylyndon
(CONTINUED),Action,transformersthemovie,140,(continued)-transformersthemovie
BASE CAMP OFFICER,Drama,warhorse,27,base_camp_officer-warhorse
JIM,Comedy,election,609,jim-election
ALVY'S FATHER,Comedy,anniehall,26,alvy's_father-anniehall
DONNY,Crime,spartan,38,donny-spartan
ALAN,Mystery,hangoverthe,648,alan-hangoverthe
RACHEL,Thriller,insomnia,82,rachel-insomnia
MITCH,Comedy,littleathens,71,mitch-littleathens
BAILIFF,Comedy,fatalinstinct,29,bailiff-fatalinstinct
STOICK,Adventure,howtotrainyourdragon,96,stoick-howtotrainyourdragon
STEWARDESS,Romance,fifthelementthe,23,stewardess-fifthelementthe
BECKY,Comedy,sleeplessinseattle,178,becky-sleeplessinseattle
RADIO DJ,Comedy,jennifersbody,26,radio_dj-jennifersbody
BOTHA,Drama,powerofonethe,23,botha-powerofonethe
GEORGE,Thriller,wildatheart,81,george-wildatheart
THEO,Action,diehard,77,theo-diehard
PAUL,Horror,afterlife,324,paul-afterlife
SECRETARY,Action,crowsalvationthe,48,secretary-crowsalvationthe
NELEC,Sci-Fi,super8,77,nelec-super8
DUKE HAMMOND,Action,snowwhiteandthehuntsman,23,duke_hammond-snowwhiteandthehuntsman
PRUDENCE,Fantasy,redridinghood,25,prudence-redridinghood
DAPHNE,Thriller,15minutes,121,daphne-15minutes
SANTOS,Romance,wildatheart,136,santos-wildatheart
TONY,Action,ronin,76,tony-ronin
PR MAN,Biography,doorsthe,29,pr_man-doorsthe
EVELYN (ON THE PHONE),Drama,sideways,44,evelyn_(on_the_phone)-sideways
BARRIS,Crime,confessionsofadangerousmind,1282,barris-confessionsofadangerousmind
SUMMER,Romance,500daysofsummer,619,summer-500daysofsummer
STEADMAN,Mystery,limitless,96,steadman-limitless
BETTY (cont'd),Drama,mulhollanddrive,131,betty_(cont'd)-mulhollanddrive
MR. ALLAN,Fantasy,liarliar,40,mr._allan-liarliar
TEACHER,Animation,happyfeet,45,teacher-happyfeet
STOMPANATO,Drama,laconfidential,69,stompanato-laconfidential
SERGE,Adventure,airforceone,31,serge-airforceone
SUPER,Sci-Fi,shivers,32,super-shivers
CLARKSON,Comedy,sisteract,23,clarkson-sisteract
YBARRA,Crime,changeling,252,ybarra-changeling
STARKE,Action,ghostrider,36,starke-ghostrider
AUNT EM,Fantasy,wizardofozthe,77,aunt_em-wizardofozthe
NED,Comedy,groundhogday,97,ned-groundhogday
DISSOLVE TO:,Drama,bluevelvet,34,dissolve_to:-bluevelvet
RAY,Mystery,thunderheart,817,ray-thunderheart
FRANCOIS,Comedy,youthinrevolt,38,francois-youthinrevolt
JIM (VO ),Comedy,election,129,jim_(vo_)-election
RAZIEL,Fantasy,willow,210,raziel-willow
KARLA,Thriller,istillknowwhatyoudidlastsummer,411,karla-istillknowwhatyoudidlastsummer
SHERYL LYNN,Drama,boogienights,60,sheryl_lynn-boogienights
BRYER,Thriller,arbitrage,272,bryer-arbitrage
NEIL,Action,someonetowatchoverme,108,neil-someonetowatchoverme
CUT BACK TO:,Sci-Fi,irobot,51,cut_back_to:-irobot
MR. GARINDI,Thriller,hotelrwanda,33,mr._garindi-hotelrwanda
MAN,Action,buffythevampireslayer,33,man-buffythevampireslayer
ROBIN,Adventure,robinhoodprinceofthieves,957,robin-robinhoodprinceofthieves
SNAPBACK TO:,Thriller,next,34,snapback_to:-next
GRAHAM,Thriller,singlewhitefemale,95,graham-singlewhitefemale
PHILLY STEAK,Adventure,italianjobthe,28,philly_steak-italianjobthe
VULTAN,Adventure,flashgordon,75,vultan-flashgordon
PROFESSOR,Musical,wizardofozthe,121,professor-wizardofozthe
LARRY,Thriller,mrbrooks,28,larry-mrbrooks
REBECCA,Thriller,bodyofevidence,454,rebecca-bodyofevidence
CAMMI,Drama,sideways,34,cammi-sideways
LIZ,Drama,jfk,250,liz-jfk
LUCY,Adventure,chroniclesofnarniathelionthewitchandthewardrobe,114,lucy-chroniclesofnarniathelionthewitchandthewardrobe
MR. DEMARCO,Comedy,storytelling,21,mr._demarco-storytelling
MRS. SLOAN,Thriller,allthepresidentsmen,21,mrs._sloan-allthepresidentsmen
BRAGNAE,Romance,tristanandisolde,40,bragnae-tristanandisolde
BLAINE,Comedy,hottubtimemachine,29,blaine-hottubtimemachine
MRS. BALDWIN,Romance,hisgirlfriday,73,mrs._baldwin-hisgirlfriday
RACHEL,Thriller,babel,30,rachel-babel
WOMAN,Crime,pointbreak,37,woman-pointbreak
NOSEY,Sci-Fi,freaked,36,nosey-freaked
BLANCHE,Romance,bonnieandclyde,180,blanche-bonnieandclyde
JACKIE,Thriller,jacketthe,332,jackie-jacketthe
TONY,Sci-Fi,avengersthe2012,379,tony-avengersthe2012
TEDDY (cont'd),Thriller,memento,74,teddy_(cont'd)-memento
ALFRED,Crime,batman2,180,alfred-batman2
ELROND (cont'd),Action,lordoftheringsreturnoftheking,24,elrond_(cont'd)-lordoftheringsreturnoftheking
DR. TARR (Cont'd),Crime,changeling,22,dr._tarr_(cont'd)-changeling
LOLA,Crime,fatalinstinct,324,lola-fatalinstinct
MARIE,Drama,rocky,34,marie-rocky
CHEW,Action,bladerunner,27,chew-bladerunner
